都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,気象情報等に表記する名称,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,latitude,longitude,観測所種別,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
空知,15231,四,空知吉野,ｿﾗﾁﾖｼﾉ,新十津川町空知吉野,樺戸郡新十津川町吉野,43,35.7,141,43.9,100,10,1.5,昭53.11.2,－,湿度を除く,43.595,141.73166666666663,2,-7.0,-6.3,-1.9,4.2,11.1,15.9,19.9,20.4,15.7,8.9,2.2,-4.3,151.7,114.6,101.4,69.6,85.1,67.8,137.6,163.7,176.0,165.0,192.8,186.9
空知,15241,四,滝川,ﾀｷｶﾜ,滝川,滝川市南滝の川,43,34.2,141,56.3,50,9.9,1.5,#昭51.4.1,15930,－,43.57,141.93833333333333,2,-6.9,-6.1,-1.7,5.0,11.7,16.2,20.0,20.7,16.3,9.6,2.6,-4.0,61.9,53.0,54.1,54.6,74.2,64.4,128.2,153.7,152.3,131.9,132.4,89.0
空知,15251,四,芦別,ｱｼﾍﾞﾂ,芦別市北２条,芦別市北2条東,43,31.2,142,11.4,91,10,1.5,#昭53.10.25,15915,湿度を除く,43.52,142.19,2,-6.4,-5.6,-1.0,5.5,12.3,16.9,20.9,21.4,16.6,9.6,2.7,-3.8,65.3,53.1,59.4,53.7,66.7,76.3,122.9,152.7,142.8,116.1,128.3,98.2
空知,15311,四,月形,ﾂｷｶﾞﾀ,月形,樺戸郡月形町知来乙,43,19.8,141,37.0,50,10,1.5,(昭50.5.16)昭52.10.6,－,湿度を除く,43.33,141.61666666666667,2,-6.0,-5.3,-1.3,4.7,11.1,15.6,19.6,20.7,16.5,9.9,3.1,-3.2,139.1,96.4,68.5,60.1,88.5,71.7,122.8,157.7,145.7,140.7,159.4,166.2
空知,15321,四,美唄,ﾋﾞﾊﾞｲ,美唄,美唄市北美唄町二区,43,21.8,141,49.6,16,10,1.5,#昭52.10.5,15920,湿度を除く,43.36333333333334,141.82666666666665,2,-6.6,-5.9,-1.5,5.4,12.1,16.5,20.4,21.2,16.9,10.1,3.1,-3.8,77.6,63.5,54.6,53.8,80.8,69.1,122.0,164.9,144.2,120.6,117.6,104.9
空知,15356,官,岩見沢,ｲﾜﾐｻﾞﾜ,岩見沢市５条,岩見沢市5条東　岩見沢特別地域気象観測所,43,12.7,141,47.1,42,22.1,－,#昭50.4.3,15923,－,43.211666666666666,141.785,1,-5.3,-4.6,-0.4,6.1,12.1,16.3,20.2,21.3,17.4,10.8,3.9,-2.6,119.4,85.5,59.4,52.7,83.9,69.5,111.5,161.1,142.2,110.4,118.8,144.5
空知,15431,四,長沼,ﾅｶﾞﾇﾏ,長沼,夕張郡長沼町本町北,43,0.7,141,41.6,13,10.1,2.5,#昭52.10.5,－,－,43.01166666666666,141.69333333333333,2,-6.2,-5.3,-0.7,5.8,11.4,15.6,19.5,21.0,17.3,10.7,3.8,-3.1,59.8,50.3,47.1,49.8,81.4,77.4,111.1,152.5,132.7,97.5,80.4,68.6
空知,15442,四,夕張,ﾕｳﾊﾞﾘ,夕張市鹿の谷,夕張市鹿の谷山手町,43,2.3,141,57.4,293,10.1,1.5,#昭51.4.1,15925,－,43.038333333333334,141.95666666666668,2,-6.6,-6.0,-1.8,4.5,10.9,15.0,18.8,19.6,15.6,8.9,2.1,-4.2,115.3,82.0,78.5,78.4,107.1,86.4,129.8,185.6,156.0,119.7,129.5,131.5
後志,16026,四,美国,ﾋﾞｸﾆ,積丹町美国,積丹郡積丹町美国町船澗,43,16.3,140,33.8,75,10,1.5,#昭52.10.25,－,湿度を除く,43.27166666666667,140.56333333333333,2,-4.0,-3.5,-0.1,5.5,11.4,15.2,19.4,20.5,16.6,10.3,3.6,-2.2,203.0,145.2,119.2,96.2,82.5,60.3,123.6,169.7,208.6,193.8,246.6,252.1
後志,16061,四,神恵内,ｶﾓｴﾅｲ,神恵内,古宇郡神恵内村神恵内村,43,8.7,140,25.4,50,9.9,1.5,昭52.10.24,－,－,43.145,140.42333333333335,2,-2.3,-1.9,1.4,6.7,11.7,15.7,19.8,21.4,18.3,12.5,5.9,-0.2,94.8,72.1,59.8,65.1,88.0,69.4,140.3,142.8,153.8,133.4,122.1,117.4
後志,16076,四,余市,ﾖｲﾁ,余市,余市郡余市町豊丘町,43,10.9,140,45.5,20,10,1.5,#昭52.10.31,16905,湿度を除く,43.181666666666665,140.75833333333333,2,-3.8,-3.3,0.4,6.3,12.1,16.2,20.2,21.3,17.1,10.7,4.2,-1.9,124.5,100.5,83.9,65.1,63.6,51.4,102.5,129.4,153.5,138.4,161.8,150.6
後志,16091,官,小樽,ｵﾀﾙ,小樽,小樽市勝納町　小樽特別地域気象観測所,43,10.9,141,0.9,25,13.6,－,#昭50.12.23,16903,－,43.181666666666665,141.015,1,-3.1,-2.7,0.8,6.5,12.1,16.0,20.2,21.7,18.1,11.8,4.9,-1.1,138.1,106.6,87.3,56.4,53.7,55.6,93.6,131.3,131.7,123.0,152.4,151.9
後志,16156,四,共和,ｷｮｳﾜ,共和,岩内郡共和町南幌似,42,58.8,140,36.2,15,10,1.5,#昭52.10.24,16910,湿度を除く,42.98,140.60333333333332,2,-3.4,-3.0,0.5,6.3,11.8,16.0,20.1,21.4,17.5,11.2,4.8,-1.1,56.3,40.7,40.6,47.6,61.1,52.4,96.4,124.3,118.7,113.4,110.4,83.7
後志,16206,四,蘭越,ﾗﾝｺｼ,蘭越,磯谷郡蘭越町蘭越,42,48.6,140,32.5,39,8,1.5,#昭52.10.20,16915,湿度を除く,42.81,140.54166666666666,2,-4.2,-3.7,-0.2,5.4,11.4,15.9,19.9,20.9,16.8,10.1,3.6,-2.1,104.2,79.6,59.2,61.0,74.1,64.1,104.2,142.2,142.9,120.9,137.2,125.9
後志,16217,官,倶知安,ｸｯﾁｬﾝ,倶知安,虻田郡倶知安町南1条東　倶知安特別地域気象観測所,42,54.0,140,45.4,176,30.8,－,平3.8.28,16917,－,42.9,140.75666666666666,1,-5.4,-4.9,-1.0,4.9,11.2,15.6,19.7,20.6,16.4,9.7,2.9,-3.1,184.5,129.4,98.3,67.1,75.8,59.9,102.3,153.1,133.3,128.2,182.8,217.7
後志,16252,官,寿都,ｽｯﾂ,寿都,寿都郡寿都町新栄町　寿都特別地域気象観測所,42,47.7,140,13.4,33,17.6,－,平元.9.22,16918,－,42.795,140.22333333333333,1,-2.3,-1.9,1.2,6.5,11.5,15.4,19.5,21.2,18.1,12.1,5.6,-0.3,120.2,87.4,68.1,59.3,65.9,60.7,94.5,130.1,149.8,128.0,148.2,138.5
後志,16281,四,真狩,ﾏｯｶﾘ,真狩,虻田郡真狩村美原,42,46.5,140,52.8,440,10,3.3,(昭50.7.1)昭53.10.27,－,湿度を除く,42.775,140.88,2,-6.6,-6.1,-2.5,3.2,9.8,14.1,18.0,19.0,15.1,8.6,1.7,-4.4,116.6,87.4,81.5,66.7,81.9,65.4,115.1,161.4,145.5,112.2,143.9,152.6
後志,16286,四,喜茂別,ｷﾓﾍﾞﾂ,喜茂別,虻田郡喜茂別町伏見,42,47.6,140,56.9,264,10,2.9,#昭52.10.21,16920,湿度を除く,42.79333333333334,140.94833333333332,2,-7.2,-6.7,-2.5,3.5,10.2,15.0,19.0,19.6,15.0,8.2,1.5,-4.8,86.1,66.4,68.2,64.0,78.9,58.1,106.2,157.7,140.3,112.4,126.4,113.2
後志,16321,四,黒松内,ｸﾛﾏﾂﾅｲ,黒松内,寿都郡黒松内町黒松内,42,39.8,140,18.6,27,10,1.5,#昭52.10.20,16925,湿度を除く,42.663333333333334,140.31,2,-4.1,-3.7,-0.2,5.2,10.8,15.0,19.1,20.5,16.6,10.0,3.5,-2.1,125.3,99.8,85.2,84.5,95.8,83.6,115.1,159.9,180.8,141.5,164.8,148.8
網走・北見・紋別,17036,官,雄武,ｵｳﾑ,雄武,紋別郡雄武町雄武　雄武特別地域気象観測所,44,34.8,142,57.8,14,16.6,－,#昭50.12.1,17903,－,44.58,142.96333333333334,1,-5.9,-6.1,-1.7,4.1,9.0,12.3,16.5,18.8,16.0,9.8,2.9,-3.3,43.3,36.0,39.0,44.6,61.1,74.8,115.1,133.8,137.2,92.3,77.4,62.1
網走・北見・紋別,17076,四,興部,ｵｺｯﾍﾟ,興部,紋別郡興部町興部,44,28.2,143,6.5,8,9.9,1.5,#昭52.10.28,－,－,44.47,143.10833333333332,2,-6.6,-6.7,-2.0,4.1,9.1,12.6,16.8,18.8,15.6,9.3,2.6,-3.8,49.3,36.8,38.4,46.5,61.7,73.8,111.4,133.1,127.3,88.7,72.2,63.0
網走・北見・紋別,17091,四,西興部,ﾆｼｵｺｯﾍﾟ,西興部,紋別郡西興部村西興部,44,19.9,142,56.1,120,8,2.5,(昭50.7.1)昭52.10.28,17900,湿度を除く,44.33166666666666,142.935,2,-7.8,-7.3,-2.6,4.0,10.1,14.0,18.0,19.0,14.8,8.3,1.9,-4.6,57.4,41.5,47.7,46.0,61.7,70.3,116.9,137.7,150.9,114.8,99.0,74.5
網走・北見・紋別,17112,官,紋別,ﾓﾝﾍﾞﾂ,紋別市南が丘町,紋別市南が丘町　紋別特別地域気象観測所,44,20.7,143,21.3,16,13.6,－,昭58.1.1,17904,－,44.345,143.355,1,-5.2,-5.3,-1.2,4.6,9.6,13.0,17.1,19.3,16.6,10.5,3.6,-2.6,44.4,33.2,35.4,45.7,58.4,69.8,108.6,122.0,127.6,88.1,64.6,59.3
網走・北見・紋別,17166,四,湧別,ﾕｳﾍﾞﾂ,湧別,紋別郡湧別町東,44,12.8,143,37.1,5,9.4,2.5,#昭52.10.26,－,湿度を除く,44.21333333333333,143.61833333333334,2,-6.6,-6.8,-2.2,4.3,9.7,13.4,17.5,19.3,16.1,9.8,2.9,-3.8,32.0,23.1,25.5,38.6,53.7,67.3,102.9,114.1,117.3,79.3,49.3,43.1
網走・北見・紋別,17196,四,滝上,ﾀｷﾉｳｴ,滝上,紋別郡滝上町滝ノ上原野5線南,44,10.6,143,3.7,165,10,2.5,#昭52.10.27,17905,湿度を除く,44.17666666666667,143.06166666666667,2,-8.3,-7.7,-2.9,4.0,10.3,14.4,18.3,19.1,14.8,8.2,1.7,-5.1,55.4,38.2,42.2,42.4,55.2,67.8,114.7,136.0,135.3,95.6,79.0,66.8
網走・北見・紋別,17246,四,常呂,ﾄｺﾛ,北見市常呂町,北見市常呂町岐阜,44,6.9,144,2.2,3,10,2.5,#昭52.10.21,－,湿度を除く,44.115,144.03666666666666,2,-6.5,-6.9,-2.2,4.3,9.9,13.6,17.7,19.6,16.3,10.1,3.3,-3.4,30.3,19.6,22.0,35.7,54.8,65.0,91.0,112.0,111.2,76.5,50.6,42.2
網走・北見・紋別,17306,四,遠軽,ｴﾝｶﾞﾙ,遠軽町遠軽,紋別郡遠軽町東町,44,3.2,143,32.4,80,10,2.5,#昭52.10.24,17910,湿度を除く,44.053333333333335,143.54,2,-8.0,-7.7,-2.4,4.6,10.7,14.6,18.6,19.7,15.7,9.0,2.2,-5.0,53.4,34.0,34.6,42.4,56.1,66.3,109.3,135.9,123.1,88.2,55.0,62.3
網走・北見・紋別,17316,四,佐呂間,ｻﾛﾏ,佐呂間,常呂郡佐呂間町西富,44,1.1,143,45.6,54,10,2.5,#昭52.10.21,17915,湿度を除く,44.01833333333333,143.76,2,-8.5,-8.4,-2.9,4.2,10.3,14.2,18.2,19.4,15.6,9.0,2.1,-5.4,39.3,27.5,28.3,42.0,57.6,69.7,109.3,138.1,123.5,90.2,52.5,52.1
網走・北見・紋別,17341,官,網走,ｱﾊﾞｼﾘ,網走市,網走市台町　網走地方気象台,44,1.0,144,16.7,38,20,－,#昭50.4.1,17917,－,44.016666666666666,144.27833333333334,1,-5.1,-5.4,-1.3,4.5,9.8,13.5,17.6,19.6,16.8,10.9,4.0,-2.4,53.8,41.9,39.3,51.2,64.1,68.1,85.8,115.3,115.0,88.2,58.1,63.6
網走・北見・紋別,17351,四,宇登呂,ｳﾄﾛ,斜里町宇登呂,斜里郡斜里町ウトロ高原,44,3.1,144,58.9,144,10,2.5,(昭50.5.12)昭53.10.26,17935,湿度を除く,44.05166666666667,144.98166666666663,2,-5.3,-6.0,-2.0,4.0,9.8,13.5,17.3,18.8,15.6,10.1,3.7,-2.4,76.9,54.9,72.2,98.2,104.6,84.2,101.2,132.5,143.5,130.1,105.5,112.7
網走・北見・紋別,17482,四,白滝,ｼﾗﾀｷ,遠軽町白滝,紋別郡遠軽町白滝北支湧別,43,51.9,143,9.2,475,10,2.5,(昭50.9.25)平5.1.27,17955,湿度を除く,43.865,143.15333333333334,2,-8.5,-7.8,-3.6,3.1,9.9,14.2,18.1,18.5,14.0,7.3,0.5,-5.8,37.5,29.9,39.4,38.1,56.2,65.8,109.9,143.5,116.8,94.4,76.6,59.0
網走・北見・紋別,17501,四,生田原,ｲｸﾀﾊﾗ,遠軽町生田原,紋別郡遠軽町生田原,43,55.0,143,31.9,199,10,2.5,#昭52.10.25,－,湿度を除く,43.916666666666664,143.53166666666667,2,-9.0,-8.6,-3.2,3.9,10.3,14.5,18.4,19.2,14.9,8.1,1.2,-6.0,40.3,27.7,30.7,39.6,54.6,67.7,113.3,136.3,122.0,79.6,47.6,49.4
網走・北見・紋別,17521,四,北見,ｷﾀﾐ,北見市広郷,北見市広郷,43,46.6,143,50.5,104,10.1,2.5,#昭51.4.1,17925,－,43.776666666666664,143.84166666666667,2,-8.0,-7.4,-1.9,5.1,11.2,15.4,19.1,20.2,16.2,9.5,2.4,-5.1,39.3,29.0,35.1,45.0,56.2,66.2,94.5,128.9,111.8,77.2,40.3,51.3
網走・北見・紋別,17546,四,小清水,ｺｼﾐｽﾞ,小清水,斜里郡小清水町泉,43,50.5,144,29.1,52,10,1.5,#昭52.10.19,－,湿度を除く,43.84166666666667,144.485,2,-6.7,-6.8,-2.0,4.4,10.1,14.3,18.1,19.6,16.2,9.9,3.1,-3.9,36.2,24.2,34.9,50.7,60.7,67.8,87.3,117.5,123.2,87.8,55.4,50.5
網走・北見・紋別,17561,四,斜里,ｼｬﾘ,斜里町以久科,斜里郡斜里町以久科南,43,53.1,144,42.0,15,10,2.5,#昭52.10.19,17940,湿度を除く,43.885,144.7,2,-6.5,-7.0,-2.3,4.1,9.8,13.8,17.7,19.3,16.0,9.9,3.2,-3.5,35.1,24.4,37.0,52.2,60.2,62.4,85.7,108.7,122.6,91.0,63.7,54.1
網走・北見・紋別,17596,四,留辺蘂,ﾙﾍﾞｼﾍﾞ,北見市留辺蘂町,北見市留辺蘂町大和,43,44.5,143,27.0,325,10,2.5,#昭53.11.1,17930,湿度を除く,43.74166666666667,143.45,2,-9.2,-8.7,-3.6,3.7,10.3,14.5,18.3,18.9,14.6,7.9,0.8,-6.5,30.0,22.3,31.6,41.2,54.5,68.2,101.4,131.6,113.9,69.8,44.0,41.0
網走・北見・紋別,17607,四,境野,ｻｶｲﾉ,置戸町境野,常呂郡置戸町豊住,43,42.4,143,38.6,184,10,2.5,昭52.10.25,－,湿度を除く,43.70666666666666,143.64333333333337,2,-9.3,-8.6,-3.0,4.3,10.6,14.7,18.6,19.4,15.3,8.5,1.4,-6.3,38.6,28.9,37.8,47.1,58.2,67.3,104.0,132.9,125.2,73.1,45.3,50.7
網走・北見・紋別,17631,四,美幌,ﾋﾞﾎﾛ,美幌,網走郡美幌町福住,43,46.2,144,10.3,60,10.1,1.5,#昭52.10.20,－,湿度を除く,43.77,144.17166666666665,2,-8.3,-7.9,-2.5,4.3,10.2,14.4,18.3,19.6,15.8,9.2,2.2,-5.4,40.2,27.4,33.1,49.3,58.5,66.4,90.9,122.1,117.5,79.8,44.8,48.4
網走・北見・紋別,17717,四,津別,ﾂﾍﾞﾂ,津別町豊永,網走郡津別町豊永,43,42.1,144,2.0,100,10,2.5,昭63.10.4,17950,湿度を除く,43.70166666666667,144.03333333333333,2,-8.5,-7.9,-2.3,4.7,10.8,15.0,18.8,19.8,15.7,9.1,2.2,-5.4,41.6,28.5,33.4,48.0,56.3,65.7,90.7,126.7,122.2,79.4,45.2,49.5
根室,18038,四,羅臼,ﾗｳｽ,羅臼,目梨郡羅臼町栄町,44,1.4,145,11.2,15,9.9,1.5,平17.11.1,18925,－,44.02333333333333,145.18666666666667,2,-4.5,-4.8,-1.1,2.9,7.8,11.5,15.4,17.8,15.7,10.1,4.1,-1.4,89.7,66.6,93.9,111.7,144.0,119.4,125.4,200.5,204.7,214.1,150.7,133.8
根室,18136,四,標津,ｼﾍﾞﾂ,標津町北２条,標津郡標津町北2条西,43,39.7,145,7.9,3,9.9,1.5,#昭52.10.18,－,－,43.66166666666667,145.13166666666666,2,-5.4,-5.5,-1.6,3.4,8.1,11.5,15.4,18.0,16.1,10.4,3.8,-2.6,38.0,28.0,54.3,82.8,109.8,111.9,123.1,161.2,174.5,125.2,78.5,62.4
根室,18161,四,上標津,ｶﾐｼﾍﾞﾂ,中標津町上標津,標津郡中標津町上標津,43,31.2,144,44.8,160,6.5,2.2,平15.10.16,－,湿度を除く,43.52,144.74666666666667,2,-6.7,-6.4,-2.1,3.0,8.8,12.8,16.7,18.5,15.5,9.2,2.7,-3.7,45.1,37.9,57.8,85.4,108.6,107.6,124.5,192.5,152.9,124.1,80.9,73.4
根室,18171,四,中標津,ﾅｶｼﾍﾞﾂ,中標津町桜ヶ丘,標津郡中標津町桜ヶ丘,43,32.6,144,58.7,50,10.1,1.5,#昭52.10.18,18910,－,43.54333333333334,144.97833333333332,2,-6.6,-6.5,-2.0,3.6,8.9,12.6,16.4,18.3,15.7,9.7,3.0,-3.7,44.0,32.0,57.5,84.2,107.5,103.9,121.6,175.5,177.2,134.1,80.5,65.8
根室,18256,四,別海,ﾍﾞﾂｶｲ,別海,野付郡別海町川上町,43,22.9,145,7.1,23,9.9,1.5,#昭52.10.14,18915,－,43.38166666666667,145.11833333333334,2,-6.7,-6.5,-1.9,3.6,8.7,12.3,16.2,18.1,15.4,9.5,2.9,-3.8,38.2,27.4,55.2,79.0,107.2,111.4,121.9,154.9,184.2,125.9,79.0,63.8
根室,18273,官,根室,ﾈﾑﾛ,根室市弥栄町,根室市弥栄町　根室特別地域気象観測所,43,19.8,145,35.1,25,29.2,－,平5.8.26,18917,－,43.33,145.585,2,-3.4,-3.8,-0.8,3.5,7.7,10.9,14.9,17.4,16.2,11.6,5.6,-0.5,30.6,23.5,47.0,64.4,96.2,103.0,115.1,132.3,160.0,126.1,83.2,59.0
根室,18281,四,納沙布,ﾉｻｯﾌﾟ,根室市納沙布,根室市温根元,43,23.6,145,45.5,12,9.9,1.5,(昭50.5.29)昭52.10.13,－,－,43.39333333333333,145.75833333333333,2,-3.0,-3.7,-1.0,3.0,6.8,10.1,14.0,16.8,16.0,11.7,5.8,-0.2,18.9,14.6,37.4,53.9,82.9,93.6,107.7,116.3,130.6,103.3,75.2,49.2
根室,18311,四,厚床,ｱｯﾄｺ,根室市厚床,根室市西厚床,43,13.3,145,13.6,41,9.9,1.5,昭52.10.14,18920,－,43.221666666666664,145.22666666666666,2,-6.0,-5.8,-1.7,3.3,7.9,11.5,15.4,17.5,15.4,9.9,3.6,-3.1,37.2,27.7,57.8,78.8,110.2,117.1,124.7,142.6,172.9,137.0,85.3,67.5
釧路,19021,四,川湯,ｶﾜﾕ,弟子屈町川湯,川上郡弟子屈町川湯駅前,43,37.0,144,27.4,158,9.5,1.5,#昭52.10.6,19900,湿度を除く,43.61666666666667,144.45666666666668,2,-8.9,-8.8,-3.5,2.8,8.7,13.0,16.8,18.2,14.6,8.2,1.4,-6.0,53.2,33.8,53.2,71.3,81.5,70.3,92.7,132.6,137.0,105.2,63.1,68.5
釧路,19051,四,弟子屈,ﾃｼｶｶﾞ,弟子屈,川上郡弟子屈町弟子屈原野,43,30.6,144,28.0,170,9.9,1.5,昭52.10.6,－,－,43.51,144.46666666666667,2,-7.2,-7.1,-2.9,2.8,8.5,12.5,16.4,17.9,14.9,8.9,2.1,-4.5,50.6,43.4,64.5,82.3,99.9,80.2,106.2,154.3,154.1,119.2,71.6,66.0
釧路,19076,四,阿寒湖畔,ｱｶﾝｺﾊﾝ,釧路市阿寒湖畔,釧路市阿寒町阿寒湖温泉,43,26.2,144,5.0,426,9.9,1.5,#昭52.10.7,19910,湿度を除く,43.43666666666667,144.08333333333334,2,-10.0,-9.4,-4.2,2.3,8.5,13.1,17.1,18.0,14.0,7.5,0.7,-6.5,63.2,44.5,70.2,90.8,105.7,84.4,103.2,160.0,165.7,137.8,85.2,87.4
釧路,19151,四,標茶,ｼﾍﾞﾁｬ,標茶町開運,川上郡標茶町開運,43,17.5,144,35.2,20,9.9,1.5,#昭52.10.11,19915,－,43.291666666666664,144.58666666666667,2,-7.9,-7.1,-2.1,3.6,9.0,13.0,16.9,18.4,15.3,8.9,2.0,-5.2,35.4,22.8,49.3,76.3,105.7,97.2,119.1,158.8,152.9,111.0,70.7,56.0
釧路,19191,四,鶴居,ﾂﾙｲ,鶴居,阿寒郡鶴居村鶴居東,43,13.9,144,19.5,38,6.5,1.5,昭52.10.5,19920,湿度を除く,43.23166666666667,144.325,2,-7.1,-6.5,-1.7,4.0,9.4,13.3,17.2,18.7,15.7,9.4,2.5,-4.4,47.9,30.0,70.1,87.7,122.8,112.2,136.6,168.8,170.9,123.8,75.7,61.9
釧路,19261,四,中徹別,ﾅｶﾃｼﾍﾞﾂ,釧路市阿寒町中徹別,釧路市阿寒町徹別中央34線,43,11.9,144,8.5,80,10,1.5,#昭52.10.7,19925,湿度を除く,43.19833333333333,144.14166666666668,2,-7.8,-7.2,-2.1,3.9,9.6,13.6,17.5,18.8,15.3,8.9,2.0,-5.0,54.8,34.9,72.2,96.4,139.2,111.5,130.8,176.3,178.5,132.8,80.5,72.3
釧路,19311,四,榊町,ｻｶｷﾏﾁ,浜中町榊町,厚岸郡浜中町榊町,43,7.2,145,6.6,2,9.6,1.5,昭52.10.12,－,－,43.12,145.11,2,-5.3,-5.3,-1.4,3.3,7.6,11.0,14.9,17.3,15.7,10.4,3.9,-2.6,26.2,18.5,50.1,73.1,103.2,111.7,117.3,124.2,157.0,123.3,74.5,56.2
釧路,19376,四,太田,ｵｵﾀ,厚岸町太田,厚岸郡厚岸町太田,43,5.4,144,46.7,85,9.9,1.5,昭52.10.11,19930,－,43.09,144.77833333333334,2,-5.8,-5.6,-1.6,3.5,8.3,11.9,15.8,17.7,15.4,10.0,3.6,-3.0,39.7,26.3,58.4,86.1,114.9,122.8,130.7,154.3,185.4,131.5,79.8,65.5
釧路,19416,四,白糠,ｼﾗﾇｶ,白糠,白糠郡白糠町西2条北,42,58.2,144,3.7,9,10,1.5,#昭52.10.5,19940,湿度を除く,42.97,144.06166666666667,2,-6.2,-5.9,-1.4,3.5,8.3,12.0,16.0,17.8,15.4,9.5,3.2,-3.3,38.3,25.6,53.9,82.2,123.1,113.3,132.5,148.9,170.4,119.6,63.6,55.0
釧路,19432,官,釧路,ｸｼﾛ,釧路市幸町,釧路市幸町　釧路地方気象台,42,59.1,144,22.6,5,66.1,－,平12.10.5,19950,－,42.985,144.3766666666667,1,-4.8,-4.3,-0.4,4.0,8.6,12.2,16.1,18.2,16.5,11.0,4.7,-1.9,40.4,24.8,55.9,79.4,115.7,114.2,120.3,142.3,153.0,112.7,64.7,56.6
釧路,19451,四,知方学,ﾁｯﾎﾟﾏﾅｲ,釧路町知方学,釧路郡釧路町仙鳳趾村知方学,42,56.3,144,44.1,149,10.1,1.5,昭53.10.27,－,－,42.93833333333333,144.735,2,-4.5,-4.7,-1.5,2.8,7.2,10.8,14.9,16.9,15.3,10.7,4.6,-1.6,21.7,14.4,42.5,67.9,98.8,108.8,130.2,138.0,166.0,117.9,63.4,47.4
十勝,20146,四,陸別,ﾘｸﾍﾞﾂ,陸別,足寄郡陸別町陸別原野基線,43,28.3,143,45.2,210,10,1.5,#昭52.10.21,20900,－,43.471666666666664,143.75333333333333,2,-11.1,-9.6,-3.1,4.0,10.1,14.4,18.3,19.1,14.9,7.9,0.7,-7.7,33.7,20.1,38.4,54.2,71.5,67.6,106.0,137.0,121.5,83.4,47.7,42.8
十勝,20186,四,ぬかびら源泉郷,ﾇｶﾋﾞﾗｹﾞﾝｾﾝｷｮｳ,上士幌町ぬかびら源泉郷,河東郡上士幌町ぬかびら源泉郷北区,43,22.0,143,11.5,540,9.9,1.5,昭51.4.1,20910,－,43.36666666666667,143.19166666666666,2,-10.5,-9.4,-4.3,2.4,8.9,13.3,17.1,17.5,13.1,6.6,0.0,-7.1,48.5,39.1,64.8,84.5,129.7,110.9,147.6,213.6,208.1,153.6,108.2,74.1
十勝,20266,四,上士幌,ｶﾐｼﾎﾛ,上士幌町東３線,河東郡上士幌町東3線,43,14.5,143,17.7,287,10.1,1.5,#昭52.10.20,20920,－,43.24166666666667,143.295,2,-7.7,-7.1,-2.3,4.3,10.4,14.2,17.8,18.9,15.2,8.8,2.0,-4.8,30.9,21.5,39.9,62.0,98.5,91.6,134.4,175.4,149.1,88.2,51.4,40.0
十勝,20276,四,足寄,ｱｼｮﾛ,足寄町南１条,足寄郡足寄町南1条,43,14.6,143,33.2,90,10,1.5,#昭52.10.21,－,湿度を除く,43.24333333333333,143.55333333333334,2,-9.1,-7.5,-1.4,5.2,11.2,15.3,19.1,20.1,16.0,9.1,2.0,-5.9,26.2,17.7,32.3,55.8,83.8,72.4,114.0,147.3,124.5,79.6,44.0,36.0
十勝,20341,四,本別,ﾎﾝﾍﾞﾂ,本別町新町,中川郡本別町新町,43,7.9,143,36.0,67,10,1.5,#昭51.3.10,20935,－,43.13166666666667,143.6,2,-8.9,-7.3,-1.1,5.4,11.2,15.2,18.9,20.0,16.2,9.4,2.4,-5.5,29.2,18.9,32.4,54.2,78.4,67.0,100.1,132.4,118.0,79.4,42.9,37.5
十勝,20356,四,新得,ｼﾝﾄｸ,新得町４条,上川郡新得町4条南,43,4.6,142,50.4,178,9.9,1.5,#昭52.10.24,20930,－,43.07666666666667,142.84,2,-6.2,-5.6,-1.1,5.3,11.3,15.2,18.8,19.8,16.0,9.5,3.0,-3.3,46.4,40.1,54.1,67.3,92.5,93.0,149.6,206.1,168.1,109.3,76.9,58.9
十勝,20361,四,鹿追,ｼｶｵｲ,鹿追町緑町,河東郡鹿追町緑町,43,6.2,142,59.7,206,8,1.5,#昭53.10.30,－,湿度を除く,43.10333333333333,142.995,2,-6.7,-6.2,-1.6,5.0,11.0,14.8,18.5,19.6,15.9,9.5,2.8,-3.9,34.1,27.7,41.5,54.4,83.9,81.9,128.7,168.4,141.7,88.2,56.5,45.9
十勝,20371,四,駒場,ｺﾏﾊﾞ,音更町駒場,河東郡音更町駒場北町,43,3.0,143,11.0,112,10,1.5,昭52.10.20,－,湿度を除く,43.05,143.18333333333334,2,-8.1,-7.2,-1.6,5.0,10.9,14.7,18.4,19.6,16.0,9.4,2.6,-4.6,27.2,19.9,32.3,51.1,79.0,78.6,116.9,148.9,131.2,77.0,45.1,38.7
十勝,20421,四,芽室,ﾒﾑﾛ,芽室,河西郡芽室町西3条南,42,54.0,143,2.6,90,10,1.5,#昭52.10.24,20940,湿度を除く,42.9,143.04333333333332,2,-8.3,-7.3,-1.6,5.3,11.2,15.0,18.7,19.8,16.1,9.4,2.6,-4.9,43.5,31.7,48.3,60.9,82.8,83.0,111.8,152.8,150.6,90.1,61.7,54.6
