都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,気象情報等に表記する名称,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,latitude,longitude
新潟,54816,四,関山,ｾｷﾔﾏ,妙高市関山,妙高市大字関山字原田,36,56.0,138,13.3,350,10,4.3,(昭50.5.14)昭53.11.14,54955,湿度を除く,36.93333333333333,138.22166666666666
新潟,54836,四,津南,ﾂﾅﾝ,津南,中魚沼郡津南町中深見乙,36,59.8,138,41.0,452,10,4.9,#昭53.11.16,54965,湿度を除く,36.99666666666667,138.68333333333334
新潟,54841,四,湯沢,ﾕｻﾞﾜ,湯沢,南魚沼郡湯沢町湯沢字中島川原,36,56.5,138,48.6,340,10,4,#昭53.11.18,54960,湿度を除く,36.94166666666667,138.81
富山,55022,四,朝日,ｱｻﾋ,朝日,下新川郡朝日町南保町,36,56.2,137,33.8,43,10.1,2,平29.9.27,55900,－,36.93666666666667,137.56333333333333
富山,55041,四,氷見,ﾋﾐ,氷見,氷見市大浦,36,49.5,136,58.1,1,10.2,1.6,昭53.11.18,55915,湿度を除く,36.825,136.96833333333333
富山,55056,四,魚津,ｳｵﾂﾞ,魚津,魚津市六郎丸,36,49.3,137,25.7,48,10.2,1.8,#昭53.11.16,55905,－,36.821666666666665,137.42833333333334
富山,55091,官,伏木,ﾌｼｷ,高岡市伏木,高岡市伏木古国府　伏木特別地域気象観測所,36,47.5,137,3.3,12,15.3,－,#昭50.12.12,55907,－,36.791666666666664,137.055
富山,55102,官,富山,ﾄﾔﾏ,富山,富山市石坂　富山地方気象台,36,42.5,137,12.1,9,20,－,昭61.1.30,55908,－,36.708333333333336,137.20166666666665
富山,55141,四,砺波,ﾄﾅﾐ,砺波,砺波市五郎丸,36,36.6,136,57.3,69,6.5,2.1,#昭51.4.1,55910,－,36.61,136.955
富山,55151,官,秋ヶ島,ｱｷｶﾞｼﾏ,富山市秋ヶ島,富山市秋ヶ島　富山航空気象観測所,36,38.9,137,11.2,24,10,－,平15.1.1,55925,日照・湿度・気圧を除く,36.64833333333333,137.18666666666667
富山,55166,四,上市,ｶﾐｲﾁ,上市町東種,中新川郡上市町東種,36,40.2,137,25.4,296,10,2.8,昭53.11.15,－,湿度を除く,36.67,137.42333333333335
富山,55191,四,南砺高宮,ﾅﾝﾄﾀｶﾐﾔ,南砺高宮,南砺市高宮,36,32.7,136,52.3,91,10,2.4,#昭53.11.17,－,湿度を除く,36.545,136.87166666666667
富山,55206,四,八尾,ﾔﾂｵ,八尾,富山市八尾町樫尾,36,34.2,137,9.5,124,10,2.5,#昭51.2.27,－,－,36.57,137.15833333333333
石川,56036,四,珠洲,ｽｽﾞ,珠洲,珠洲市正院町正院,37,26.8,137,17.2,4,7.5,2,#昭53.11.20,56900,－,37.446666666666665,137.28666666666666
石川,56052,官,輪島,ﾜｼﾞﾏ,輪島,輪島市鳳至町畠田　輪島特別地域気象観測所,37,23.4,136,53.7,5,28.1,－,昭61.6.20,56903,－,37.39,136.895
石川,56093,官,三井,ﾐｲ,輪島市三井,輪島市三井町洲衛　能登航空気象観測所,37,17.6,136,57.7,219,10,－,平15.7.7,－,日照・湿度・気圧を除く,37.29333333333334,136.96166666666667
石川,56116,四,志賀,ｼｶ,志賀,羽咋郡志賀町富来領家町甲,37,8.6,136,43.5,6,8.5,2,#昭53.11.21,－,－,37.14333333333333,136.725
石川,56146,四,七尾,ﾅﾅｵ,七尾,七尾市万行町43の部,37,1.8,136,59.5,58,10,1.5,#昭53.11.21,56905,－,37.03,136.99166666666667
石川,56176,四,羽咋,ﾊｸｲ,羽咋,羽咋市旭町,36,53.6,136,46.6,15,19.5,2,#昭53.11.22,－,－,36.89333333333333,136.77666666666667
石川,56186,四,かほく,ｶﾎｸ,かほく,かほく市内日角井,36,42.7,136,41.5,42,10,2,#昭53.11.22,－,湿度を除く,36.711666666666666,136.69166666666666
石川,56227,官,金沢,ｶﾅｻﾞﾜ,金沢,金沢市西念　金沢地方気象台,36,35.3,136,38.0,6,48.4,－,平3.10.23,56907,－,36.58833333333333,136.63333333333333
石川,56276,四,小松,ｺﾏﾂ,小松,小松市今江町,36,22.9,136,26.1,3,10,2,昭53.12.1,－,湿度を除く,36.38166666666667,136.435
石川,56286,四,白山河内,ﾊｸｻﾝｶﾜﾁ,白山市河内,白山市河内町福岡,36,23.8,136,37.2,136,10,2.5,(昭50.5.7)昭53.11.24,56910,湿度を除く,36.39666666666667,136.62
石川,56301,四,加賀中津原,ｶｶﾞﾅｶﾂﾊﾗ,加賀中津原,加賀市山中温泉中津原町,36,15.7,136,23.8,65,10,2,#昭53.11.27,56915,湿度を除く,36.26166666666666,136.39666666666668
福井,57001,四,三国,ﾐｸﾆ,坂井市三国,坂井市三国町平山,36,14.6,136,10.4,34,9.9,2,(昭50.6.24)昭53.11.27,－,湿度を除く,36.24333333333333,136.17333333333335
福井,57026,官,春江,ﾊﾙｴ,坂井市春江,坂井市春江町江留中　福井航空気象観測所,36,8.5,136,13.4,5,10,－,平15.1.1,－,日照・湿度・気圧を除く,36.141666666666666,136.22333333333333
福井,57051,四,越廼,ｺｼﾉ,福井市越廼,福井市居倉町,36,0.7,135,59.4,30,9.9,1.5,昭53.11.27,－,－,36.01166666666666,135.99
福井,57066,官,福井,ﾌｸｲ,福井,福井市豊島　福井地方気象台,36,3.3,136,13.3,9,26.1,－,#昭50.3.15,57903,－,36.055,136.22166666666666
福井,57082,四,勝山,ｶﾂﾔﾏ,勝山,勝山市平泉寺町平泉寺86字岡道北,36,2.3,136,31.3,196,9,3.5,平5.10.18,－,湿度を除く,36.038333333333334,136.52166666666668
福井,57121,四,大野,ｵｵﾉ,大野,大野市93字蛇塚四,35,58.3,136,29.8,182,6.4,3.5,#昭51.3.2,57905,湿度を除く,35.971666666666664,136.49666666666667
福井,57206,四,今庄,ｲﾏｼﾞｮｳ,南越前町今庄,南条郡南越前町今庄,35,46.0,136,12.0,128,10,2.5,#昭53.11.28,57910,湿度を除く,35.766666666666666,136.2
福井,57248,官,敦賀,ﾂﾙｶﾞ,敦賀,敦賀市松栄町　敦賀特別地域気象観測所,35,39.2,136,3.7,2,28,－,昭63.2.12,57913,－,35.653333333333336,136.06166666666667
福井,57286,四,美浜,ﾐﾊﾏ,美浜,三方郡美浜町久々子,35,36.0,135,55.0,10,10,2,(昭50.5.19)昭53.11.28,－,湿度を除く,35.6,135.91666666666666
福井,57317,四,小浜,ｵﾊﾞﾏ,小浜,小浜市遠敷,35,29.0,135,46.9,10,24.9,2,平4.11.2,57915,－,35.483333333333334,135.78166666666667
滋賀,60051,四,今津,ｲﾏﾂﾞ,高島市今津,高島市今津町弘川,35,24.7,136,1.7,88,9.9,1.5,#昭53.11.16,60905,－,35.41166666666667,136.02833333333334
滋賀,60061,四,長浜,ﾅｶﾞﾊﾏ,長浜市唐国,長浜市唐国町,35,25.4,136,14.5,95,9.9,1.5,(昭50.5.7)昭53.11.17,－,－,35.42333333333333,136.24166666666667
滋賀,60102,四,米原,ﾏｲﾊﾞﾗ,米原市朝日,米原市朝日,35,23.0,136,20.6,147,6.4,1.5,平13.3.30,60911,－,35.38333333333333,136.34333333333333
滋賀,60116,四,南小松,ﾐﾅﾐｺﾏﾂ,大津市南小松,大津市南小松,35,14.1,135,57.4,90,9.9,1.5,#昭53.11.16,－,－,35.235,135.95666666666668
滋賀,60131,官,彦根,ﾋｺﾈ,彦根,彦根市城町　彦根地方気象台,35,16.5,136,14.6,87,19.7,－,#昭50.3.14,60915,－,35.275,136.24333333333334
滋賀,60196,四,東近江,ﾋｶﾞｼｵｳﾐ,東近江市桜川東,東近江市桜川東町,35,3.7,136,11.4,128,12.1,1.5,(昭50.5.2)昭53.12.20,－,－,35.06166666666667,136.19
滋賀,60216,四,大津,ｵｵﾂ,大津市萱野浦,大津市萱野浦,34,59.5,135,54.7,86,9.9,1.5,昭52.12.22,60920,－,34.99166666666667,135.91166666666666
滋賀,60226,四,信楽,ｼｶﾞﾗｷ,甲賀市信楽,甲賀市信楽町牧,34,54.8,136,4.8,265,9.9,1.5,(昭50.5.2)昭53.12.20,－,－,34.913333333333334,136.08
滋賀,60236,四,土山,ﾂﾁﾔﾏ,甲賀市土山,甲賀市土山町北土山,34,56.3,136,16.7,248,9.9,1.5,#昭53.12.21,－,－,34.93833333333333,136.27833333333334
京都,61001,四,間人,ﾀｲｻﾞ,京丹後市間人,京丹後市丹後町間人小字新ヶ皿,35,44.2,135,5.2,42,11.1,1.5,(昭50.5.2)昭52.2.28,－,－,35.736666666666665,135.08666666666667
京都,61076,四,宮津,ﾐﾔﾂﾞ,宮津,宮津市字上司,35,33.0,135,14.1,2,10.4,1.5,#昭53.11.15,－,－,35.55,135.235
京都,61111,官,舞鶴,ﾏｲﾂﾞﾙ,舞鶴,舞鶴市字下福井　舞鶴特別地域気象観測所,35,27.0,135,19.0,2,41.6,－,#昭50.3.26,61905,－,35.45,135.31666666666666
京都,61187,四,福知山,ﾌｸﾁﾔﾏ,福知山市荒河,福知山市字荒河,35,18.7,135,6.8,17,9.5,1.5,平17.12.8,－,－,35.31166666666667,135.11333333333334
京都,61206,四,美山,ﾐﾔﾏ,南丹市美山,南丹市美山町静原桧野,35,16.5,135,33.0,200,9.9,1.5,昭53.11.15,61910,－,35.275,135.55
京都,61242,四,園部,ｿﾉﾍﾞ,南丹市園部,南丹市園部町黒田,35,6.5,135,27.3,134,9.2,1.5,平14.3.6,－,－,35.108333333333334,135.455
京都,61286,官,京都,ｷｮｳﾄ,京都市中京区,京都市中京区西ノ京笠殿町　京都地方気象台,35,0.8,135,43.9,41,－,－,平20.3.27,61915,気温、雨、日照,35.013333333333335,135.73166666666665
京都,61326,四,京田辺,ｷｮｳﾀﾅﾍﾞ,京田辺,京田辺市薪西浜,34,49.8,135,45.6,20,9.9,1.5,#昭53.12.19,－,－,34.83,135.76
大阪,62016,四,能勢,ﾉｾ,能勢,豊能郡能勢町地黄,34,56.9,135,27.3,235,9.9,1.5,#昭52.3.7,－,－,34.94833333333333,135.455
大阪,62046,四,枚方,ﾋﾗｶﾀ,枚方,枚方市星丘,34,48.5,135,40.3,26,9.9,1.5,(昭50.5.31)昭52.3.2,－,－,34.80833333333333,135.67166666666665
大阪,62051,官,豊中,ﾄﾖﾅｶ,豊中,豊中市蛍池西町　大阪航空気象観測所,34,47.0,135,26.3,12,10,－,#昭52.3.9,－,日照・湿度・気圧を除く,34.78333333333333,135.43833333333333
大阪,62078,官,大阪,ｵｵｻｶ,大阪市中央区,大阪市中央区大手前　大阪管区気象台,34,40.9,135,31.1,23,－,－,平11.2.24,62900,気温、雨、日照,34.681666666666665,135.51833333333335
大阪,62081,四,生駒山,ｲｺﾏﾔﾏ,生駒山,東大阪市山手町,34,40.5,135,40.6,626,9.2,1.5,#昭51.2.12,－,－,34.675,135.67666666666668
大阪,62091,四,堺,ｻｶｲ,堺市堺区,堺市堺区百舌鳥夕雲町,34,33.3,135,29.1,20,10,1.5,(昭50.5.30)昭52.3.3,－,－,34.555,135.485
大阪,62096,官,八尾,ﾔｵ,八尾,八尾市空港　八尾航空気象観測所,34,35.8,135,36.0,10,10.2,－,平15.1.1,－,日照・湿度・気圧を除く,34.596666666666664,135.6
大阪,62101,官,関空島,ｶﾝｸｳｼﾞﾏ,関西空港,泉南郡田尻町泉州空港中　関西航空地方気象台,34,26.0,135,13.9,5,10,－,平15.1.1,－,日照・湿度・気圧を除く,34.43333333333333,135.23166666666665
大阪,62131,四,熊取,ｸﾏﾄﾘ,熊取,泉南郡熊取町朝代西,34,23.1,135,21.0,68,9.9,1.5,#昭52.3.4,－,－,34.385,135.35
兵庫,63016,四,香住,ｶｽﾐ,香美町香住,美方郡香美町香住区森,35,37.5,134,37.6,5,9.2,2,#昭51.4.1,63900,－,35.625,134.62666666666667
兵庫,63051,官,豊岡,ﾄﾖｵｶ,豊岡,豊岡市桜町　豊岡特別地域気象観測所,35,32.1,134,49.3,3,16,－,#昭50.3.29,63905,－,35.535,134.82166666666666
兵庫,63071,四,兎和野高原,ｳﾜﾉｺｳｹﾞﾝ,香美町兎和野高原,美方郡香美町村岡区宿字菟臥野,35,25.9,134,35.0,540,6.4,2.5,平17.12.14,63911,－,35.431666666666665,134.58333333333334
兵庫,63121,四,和田山,ﾜﾀﾞﾔﾏ,朝来市和田山,朝来市和田山町枚田,35,19.4,134,50.9,80,9.9,1.5,#昭52.12.20,63915,－,35.32333333333333,134.84833333333333
兵庫,63201,四,生野,ｲｸﾉ,朝来市生野,朝来市生野町口銀谷,35,10.0,134,47.5,320,10.7,1.5,#昭53.11.13,－,－,35.166666666666664,134.79166666666666
兵庫,63216,四,柏原,ｶｲﾊﾞﾗ,丹波市柏原,丹波市柏原町柏原,35,8.2,135,3.9,98,10,1.5,#昭53.12.20,－,－,35.13666666666666,135.065
兵庫,63251,四,一宮,ｲﾁﾉﾐﾔ,宍粟市一宮町,宍粟市一宮町東市場,35,5.8,134,35.1,195,9.9,1.5,#昭53.11.13,－,－,35.096666666666664,134.585
兵庫,63321,四,福崎,ﾌｸｻｷ,福崎,神崎郡福崎町福崎新,34,57.0,134,44.9,72,13.8,1.5,(昭50.5.2)昭52.12.19,－,－,34.95,134.74833333333333
兵庫,63331,四,西脇,ﾆｼﾜｷ,西脇,西脇市上比延町,34,59.9,134,59.8,72,6.4,1.5,(昭50.5.1)昭53.12.21,－,－,34.998333333333335,134.99666666666667
兵庫,63366,四,上郡,ｶﾐｺﾞｵﾘ,上郡,赤穂郡上郡町与井,34,51.5,134,22.4,20,13.1,1.5,昭53.12.26,－,－,34.858333333333334,134.37333333333333
兵庫,63383,官,姫路,ﾋﾒｼﾞ,姫路市神子岡前,姫路市神子岡前　姫路特別地域気象観測所,34,50.3,134,40.2,38,16.2,－,平20.11.21,－,－,34.83833333333333,134.67
兵庫,63411,四,三田,ｻﾝﾀﾞ,三田,三田市下深田,34,53.7,135,12.7,150,21.5,1.5,(昭50.5.2)昭53.12.20,－,－,34.895,135.21166666666667
兵庫,63461,四,三木,ﾐｷ,三木,三木市志染町広野,34,46.6,135,0.8,145,9.9,1.5,昭52.12.19,－,－,34.776666666666664,135.01333333333332
兵庫,63491,四,家島,ｲｴｼﾏ,姫路市家島,姫路市家島町真浦字御室寺,34,40.3,134,31.6,88,6.4,1.5,昭53.12.25,－,－,34.67166666666667,134.52666666666667
兵庫,63496,四,明石,ｱｶｼ,明石,明石市二見町南二見,34,41.2,134,52.6,3,28.5,1.5,平4.3.23,－,－,34.68666666666667,134.87666666666667
兵庫,63517,官,神戸空港,ｺｳﾍﾞｸｳｺｳ,神戸空港,神戸市中央区神戸空港　神戸航空気象観測所,34,37.9,135,13.4,5,10.2,－,平18.2.16,－,日照・湿度・気圧を除く,34.63166666666667,135.22333333333333
兵庫,63518,官,神戸,ｺｳﾍﾞ,神戸市中央区,神戸市中央区脇浜海岸通　神戸地方気象台,34,41.8,135,12.7,5,－,－,平19.3.28,63950,気温、雨,34.696666666666665,135.21166666666667
兵庫,63551,四,郡家,ｸﾞﾝｹﾞ,淡路市郡家,淡路市多賀,34,28.0,134,50.9,5,9.2,1.5,(昭50.5.2)昭53.12.22,－,－,34.46666666666667,134.84833333333333
兵庫,63571,官,洲本,ｽﾓﾄ,洲本,洲本市木戸　洲本特別地域気象観測所,34,18.6,134,50.9,69,14.6,－,平29.11.30,－,－,34.31,134.84833333333333
兵庫,63588,四,南淡,ﾅﾝﾀﾞﾝ,南あわじ市南淡,南あわじ市阿万塩屋町,34,13.1,134,43.2,5,9.5,1.5,平16.1.30,－,－,34.218333333333334,134.72
奈良,64036,官,奈良,ﾅﾗ,奈良市東紀寺町,奈良市東紀寺町　奈良地方気象台,34,40.4,135,50.2,102,－,－,#昭50.3.19,64900,気温、雨,34.67333333333333,135.83666666666667
奈良,64041,四,針,ﾊﾘ,奈良市針,奈良市都祁友田町,34,36.3,135,57.1,468,9.9,1.5,#昭53.12.22,－,－,34.605,135.95166666666665
奈良,64101,四,大宇陀,ｵｵｳﾀﾞ,宇陀市大宇陀,宇陀市大宇陀下竹,34,29.3,135,55.9,349,9.9,1.5,#昭53.12.22,－,－,34.48833333333334,135.93166666666667
奈良,64127,四,五條,ｺﾞｼﾞｮｳ,五條市三在町,五條市三在町,34,22.8,135,43.8,190,9.4,1.5,平17.12.19,－,－,34.38,135.73
奈良,64206,四,上北山,ｶﾐｷﾀﾔﾏ,上北山村小橡,吉野郡上北山村小橡,34,8.2,136,0.3,334,9.9,1.5,(昭50.5.1)昭53.12.26,－,－,34.13666666666666,136.005
奈良,64227,四,風屋,ｶｾﾞﾔ,十津川村風屋,吉野郡十津川村風屋,34,2.7,135,47.2,301,6.4,1.5,昭52.12.20,－,－,34.045,135.78666666666666
和歌山,65026,四,かつらぎ,ｶﾂﾗｷﾞ,かつらぎ,伊都郡かつらぎ町妙寺,34,18.6,135,31.7,142,9.3,1.5,昭54.1.8,－,－,34.31,135.52833333333334
和歌山,65036,四,友ケ島,ﾄﾓｶﾞｼﾏ,友ヶ島,和歌山市加太苫ケ沖島,34,16.8,134,59.9,44,9.3,1.5,平10.3.18,－,－,34.28,134.99833333333333
和歌山,65042,官,和歌山,ﾜｶﾔﾏ,和歌山市,和歌山市男野芝丁　和歌山地方気象台,34,13.7,135,9.8,14,－,－,平5.12.1,65900,気温、雨,34.22833333333333,135.16333333333333
和歌山,65061,四,高野山,ｺｳﾔｻﾝ,高野山,伊都郡高野町高野山,34,13.3,135,35.4,801,12.9,1.5,#昭54.1.8,－,－,34.221666666666664,135.59
和歌山,65121,四,清水,ｼﾐｽﾞ,有田川町清水,有田郡有田川町清水,34,5.2,135,25.5,240,6.4,1.5,(昭50.5.30)昭54.1.9,－,－,34.086666666666666,135.425
和歌山,65162,四,龍神,ﾘｭｳｼﾞﾝ,田辺市龍神,田辺市龍神村湯ノ又,33,56.7,135,33.4,410,6.4,1.5,平6.3.8,－,－,33.945,135.55666666666667
和歌山,65201,四,川辺,ｶﾜﾍﾞ,日高川町川辺,日高郡日高川町和佐,33,53.6,135,13.0,84,9.3,1.5,平11.3.4,－,－,33.89333333333333,135.21666666666667
和歌山,65256,四,栗栖川,ｸﾘｽｶﾞﾜ,田辺市栗栖川,田辺市中辺路町栗栖川,33,47.5,135,30.8,160,9.9,1.5,(昭50.5.2)昭54.1.11,－,－,33.791666666666664,135.51333333333332
和歌山,65276,四,新宮,ｼﾝｸﾞｳ,新宮,新宮市佐野,33,41.2,135,58.2,18,9.3,1.5,#昭54.3.13,－,－,33.68666666666667,135.97
和歌山,65288,官,南紀白浜,ﾅﾝｷｼﾗﾊﾏ,南紀白浜空港,西牟婁郡白浜町　南紀白浜航空気象観測所,33,39.7,135,21.8,89,9.9,－,平18.3.16,－,日照・湿度・気圧を除く,33.66166666666667,135.36333333333334
和歌山,65306,四,西川,ﾆｼｶﾜ,古座川町西川,東牟婁郡古座川町西川,33,38.3,135,42.6,150,9.9,1.5,昭54.1.12,－,－,33.638333333333335,135.71
和歌山,65356,官,潮岬,ｼｵﾉﾐｻｷ,潮岬,東牟婁郡串本町潮岬　潮岬特別地域気象観測所,33,27.0,135,45.4,68,14.9,－,#昭50.3.13,－,－,33.45,135.75666666666666
岡山,66046,四,上長田,ｶﾐﾅｶﾞﾀ,真庭市上長田,真庭市蒜山上長田,35,17.8,133,43.5,430,6.4,2,昭53.12.6,66900,－,35.29666666666667,133.725
岡山,66091,四,千屋,ﾁﾔ,新見市千屋,新見市千屋,35,6.2,133,26.1,525,9.9,1.5,昭53.12.8,66910,－,35.10333333333333,133.435
岡山,66127,四,奈義,ﾅｷﾞ,奈義,勝田郡奈義町荒内西字大池,35,6.7,134,10.2,212,6.4,1.5,昭52.2.25,－,－,35.111666666666665,134.17
岡山,66136,四,今岡,ｲﾏｵｶ,美作市今岡,美作市今岡,35,5.9,134,19.5,207,6.4,1.5,#昭53.11.16,66915,－,35.098333333333336,134.325
岡山,66171,四,久世,ｸｾ,真庭市久世,真庭市中島,35,4.1,133,45.2,144,9.9,1.5,昭53.11.17,－,－,35.068333333333335,133.75333333333333
岡山,66186,官,津山,ﾂﾔﾏ,津山,津山市林田　津山特別地域気象観測所,35,3.8,134,0.5,146,12.4,－,#昭50.12.15,66920,－,35.06333333333333,134.00833333333333
岡山,66221,四,新見,ﾆｲﾐ,新見,新見市足見堂の下,34,56.6,133,31.1,393,9.9,1.5,昭53.11.20,－,－,34.943333333333335,133.51833333333335
岡山,66296,四,福渡,ﾌｸﾜﾀﾘ,岡山市北区福渡,岡山市北区建部町福渡,34,52.0,133,54.2,63,7.8,1.5,#昭54.1.9,－,－,34.86666666666667,133.90333333333334
岡山,66306,四,和気,ﾜｹ,和気,和気郡和気町吉田,34,48.9,134,11.0,35,9.9,1.5,#昭54.1.9,－,－,34.815,134.18333333333334
岡山,66336,四,高梁,ﾀｶﾊｼ,高梁,高梁市落合町近似,34,47.5,133,36.6,60,9.9,1.5,(昭50.4.24)昭54.1.10,－,－,34.791666666666664,133.61
岡山,66346,官,日応寺,ﾆﾁｵｳｼﾞ,岡山空港,岡山市北区日応寺　岡山航空気象観測所,34,45.4,133,51.3,239,9.9,－,平15.1.1,－,日照・湿度・気圧を除く,34.75666666666667,133.855
岡山,66408,官,岡山,ｵｶﾔﾏ,岡山市北区津島,岡山市北区津島中　岡山地方気象台,34,41.1,133,55.5,5,－,－,平8.3.25,66930,気温、雨,34.685,133.925
岡山,66421,四,虫明,ﾑｼｱｹﾞ,瀬戸内市虫明,瀬戸内市邑久町虫明,34,40.9,134,12.4,10,9.9,1.5,#昭54.1.19,－,－,34.681666666666665,134.20666666666668
岡山,66446,四,倉敷,ｸﾗｼｷ,倉敷,倉敷市中央,34,35.4,133,46.1,3,9.9,1.5,#昭54.1.9,－,－,34.59,133.76833333333335
岡山,66481,四,笠岡,ｶｻｵｶ,笠岡,笠岡市カブト東町,34,30.1,133,29.7,0,6.4,1.5,昭54.1.10,－,－,34.501666666666665,133.495
岡山,66501,四,玉野,ﾀﾏﾉ,玉野,玉野市宇野,34,29.2,133,57.0,2,6.4,1.5,#昭51.4.1,－,－,34.486666666666665,133.95
広島,67016,四,高野,ﾀｶﾉ,庄原市高野,庄原市高野町新市,35,2.0,132,54.1,570,10,2.8,(昭50.4.1)昭53.11.22,67900,－,35.03333333333333,132.90166666666667
広島,67106,四,三次,ﾐﾖｼ,三次市三次町,三次市三次町,34,48.7,132,51.0,159,9.9,1.5,#昭53.11.22,－,－,34.81166666666667,132.85
広島,67116,四,庄原,ｼｮｳﾊﾞﾗ,庄原市東本町,庄原市東本町,34,51.6,133,1.4,300,10.5,1.5,#昭51.4.1,－,－,34.86,133.02333333333334
広島,67151,四,大朝,ｵｵｱｻ,北広島町大朝,山県郡北広島町大朝字大坪,34,46.1,132,27.8,399,9.9,2,#昭52.12.23,67910,－,34.76833333333333,132.46333333333334
広島,67191,四,油木,ﾕｷ,神石高原町油木,神石郡神石高原町安田伊ノ平谷,34,45.8,133,16.7,510,9.9,1.5,昭53.12.12,－,－,34.763333333333335,133.27833333333334
広島,67212,四,加計,ｶｹ,安芸太田町加計,山県郡安芸太田町加計字神田,34,36.6,132,19.2,210,9.9,1.5,#昭53.11.24,－,－,34.61,132.32
広島,67292,四,三入,ﾐｲﾘ,広島市安佐北区三入,広島市安佐北区三入,34,32.7,132,31.8,70,6.3,1.5,平13.12.20,－,－,34.545,132.53
広島,67316,四,世羅,ｾﾗ,世羅,世羅郡世羅町大字東神崎字大田,34,35.0,133,3.0,350,7.9,1.5,#昭52.2.23,－,－,34.583333333333336,133.05
広島,67326,四,府中,ﾌﾁｭｳ,府中市土生町,府中市土生町,34,33.7,133,13.9,70,9.4,1.5,(昭50.4.28)昭54.1.11,－,－,34.56166666666667,133.23166666666665
広島,67376,四,東広島,ﾋｶﾞｼﾋﾛｼﾏ,東広島市八本松町,東広島市八本松町原,34,25.0,132,42.0,224,9.9,1.5,#昭54.1.17,－,－,34.416666666666664,132.7
広島,67386,官,本郷,ﾎﾝｺﾞｳ,三原市本郷,三原市本郷町善入寺平岩　広島航空気象観測所,34,26.1,132,55.1,331,10,－,平15.1.1,－,日照・湿度・気圧を除く,34.435,132.91833333333332
広島,67401,官,福山,ﾌｸﾔﾏ,福山市松永町,福山市松永町　福山特別地域気象観測所,34,26.8,133,14.8,2,14.4,－,#昭50.12.16,－,－,34.446666666666665,133.24666666666667
広島,67421,四,廿日市津田,ﾊﾂｶｲﾁﾂﾀ,廿日市津田,廿日市市津田,34,21.9,132,11.4,317,9.9,1.5,昭53.12.6,－,－,34.365,132.19
広島,67437,官,広島,ﾋﾛｼﾏ,広島市中区,広島市中区上八丁堀　広島地方気象台,34,23.9,132,27.7,4,95.4,－,昭63.1.1,67920,気温、風、雨,34.39833333333333,132.46166666666667
広島,67461,四,竹原,ﾀｹﾊﾗ,竹原,竹原市忠海床浦,34,19.8,132,58.9,5,9.9,1.5,#昭54.1.12,－,－,34.33,132.98166666666665
広島,67471,四,生口島,ｲｸﾁｼﾞﾏ,尾道市生口島,尾道市瀬戸田町御寺,34,16.7,133,7.4,3,9.9,1.5,#昭54.1.12,－,－,34.278333333333336,133.12333333333333
広島,67496,四,大竹,ｵｵﾀｹ,大竹,大竹市立戸,34,13.3,132,13.2,1,25,1.5,#昭54.1.16,－,－,34.221666666666664,132.22
広島,67511,官,呉,ｸﾚ,呉市宝町,呉市宝町　呉特別地域気象観測所,34,14.4,132,33.0,4,27.3,－,#昭50.12.10,－,－,34.24,132.55
広島,67576,四,呉市蒲刈,ｸﾚｼｶﾏｶﾞﾘ,呉市蒲刈,呉市蒲刈町大浦字前沖浦,34,9.9,132,44.9,48,9.9,1.5,平21.2.25,－,－,34.165,132.74833333333333
島根,68022,官,西郷,ｻｲｺﾞｳ,隠岐の島町西郷,隠岐郡隠岐の島町西町大城ノ一　西郷特別地域気象観測所,36,12.2,133,20.0,27,17,－,昭62.10.14,68955,－,36.20333333333333,133.33333333333334
島根,68046,官,西郷岬,ｻｲｺﾞｳﾐｻｷ,隠岐空港,隠岐郡隠岐の島町岬町　隠岐航空気象観測所,36,10.7,133,19.4,80,10.2,－,平15.1.1,－,日照・湿度・気圧を除く,36.178333333333335,133.32333333333332
島根,68056,四,海士,ｱﾏ,海士,隠岐郡海士町海士,36,5.8,133,5.8,3,9.5,1.5,昭53.11.17,－,－,36.096666666666664,133.09666666666666
島根,68091,四,鹿島,ｶｼﾏ,松江市鹿島,松江市鹿島町佐陀本郷,35,31.2,132,59.0,3,9.9,1.5,#昭53.12.1,－,－,35.52,132.98333333333332
島根,68121,官,斐川,ﾋｶﾜ,出雲空港,出雲市斐川町沖洲　出雲航空気象観測所,35,24.8,132,53.4,2,10.2,－,平15.1.1,68920,日照・湿度・気圧を除く,35.413333333333334,132.89
島根,68132,官,松江,ﾏﾂｴ,松江市西津田,松江市西津田　松江地方気象台,35,27.4,133,3.9,17,26.8,－,昭54.11.1,68960,－,35.45666666666666,133.065
島根,68156,四,出雲,ｲｽﾞﾓ,出雲市芦渡町,出雲市芦渡町,35,19.9,132,43.8,20,9.9,1.5,昭53.11.20,－,－,35.33166666666666,132.73
島根,68246,四,大田,ｵｵﾀﾞ,大田市大田,大田市大田町大田,35,11.4,132,29.8,30,10.1,1.5,#昭53.11.21,－,－,35.19,132.49666666666667
島根,68261,四,掛合,ｶｹﾔ,雲南市掛合,雲南市掛合町掛合,35,11.8,132,48.9,215,7.8,1.5,#昭53.11.16,－,－,35.196666666666665,132.815
