都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,気象情報等に表記する名称,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,latitude,longitude
宮城,34296,四,女川,ｵﾅｶﾞﾜ,女川,牡鹿郡女川町宮ケ崎字宮ケ崎,38,26.8,141,27.0,38,10,1.5,平23.5.13,－,湿度を除く,38.446666666666665,141.45
宮城,34311,四,新川,ﾆｯｶﾜ,仙台市新川,仙台市青葉区新川字清水尻,38,18.2,140,38.2,265,10.1,2,#昭51.11.30,34915,－,38.303333333333335,140.63666666666666
宮城,34331,四,塩釜,ｼｵｶﾞﾏ,塩釜,塩竈市伊保石,38,20.3,141,0.8,105,10,1.5,(昭50.5.21)昭51.11.30,－,湿度を除く,38.33833333333333,141.01333333333332
宮城,34392,官,仙台,ｾﾝﾀﾞｲ,仙台,仙台市宮城野区五輪　仙台管区気象台,38,15.7,140,53.8,39,52.6,－,#昭57.3.1,34917,－,38.26166666666666,140.89666666666668
宮城,34436,官,名取,ﾅﾄﾘ,名取,名取市下増田字南原　仙台航空測候所,38,8.3,140,55.0,2,9.9,－,平15.1.1,34965,日照・湿度・気圧を除く,38.138333333333335,140.91666666666666
宮城,34461,四,白石,ｼﾛｲｼ,白石,白石市福岡長袋字湯殿山,38,0.9,140,36.7,86,10.1,1.7,#昭51.11.25,34920,－,38.015,140.61166666666668
宮城,34462,四,蔵王,ｻﾞｵｳ,蔵王,刈田郡蔵王町大字平沢字内屋敷,38,7.6,140,40.8,112,6.6,1.5,平17.10.27,－,－,38.126666666666665,140.68
宮城,34471,四,亘理,ﾜﾀﾘ,亘理,亘理郡亘理町字油田,38,1.5,140,51.5,4,10,1.5,#昭51.11.29,－,湿度を除く,38.025,140.85833333333332
宮城,34506,四,丸森,ﾏﾙﾓﾘ,丸森,伊具郡丸森町舘矢間舘山字新賢中,37,55.9,140,46.7,18,10,1.5,昭52.11.4,－,湿度を除く,37.931666666666665,140.77833333333334
山形,35002,四,飛島,ﾄﾋﾞｼﾏ,酒田市飛島,酒田市飛島字勝浦乙,39,11.0,139,32.6,58,20.4,1.6,昭62.11.10,－,－,39.18333333333333,139.54333333333332
山形,35052,官,酒田,ｻｶﾀ,酒田,酒田市亀ケ崎　酒田特別地域気象観測所,38,54.5,139,50.6,3,26.6,－,#昭59.2.9,35955,－,38.90833333333333,139.84333333333333
山形,35071,四,差首鍋,ｻｽﾅﾍﾞ,真室川町差首鍋,最上郡真室川町差首鍋,38,55.1,140,12.0,88,8.9,3.5,#昭51.11.30,－,－,38.91833333333334,140.2
山形,35086,官,浜中,ﾊﾏﾅｶ,酒田市浜中,酒田市浜中字村東　庄内航空気象観測所,38,48.7,139,47.2,22,10,－,平15.1.1,－,日照・湿度・気圧を除く,38.81166666666667,139.78666666666666
山形,35116,四,金山,ｶﾈﾔﾏ,金山,最上郡金山町金山字本町,38,52.7,140,19.9,170,10,1.5,#昭51.11.29,35900,湿度を除く,38.87833333333333,140.33166666666668
山形,35141,四,鶴岡,ﾂﾙｵｶ,鶴岡,鶴岡市錦町,38,44.1,139,49.7,16,10.1,2.5,#昭51.12.2,－,－,38.735,139.82833333333335
山形,35146,四,狩川,ｶﾘｶﾜ,庄内町狩川,東田川郡庄内町狩川字矢倉,38,48.0,139,58.4,17,9.9,3,#昭51.12.2,35905,－,38.8,139.97333333333333
山形,35162,官,新庄,ｼﾝｼﾞｮｳ,新庄,新庄市東谷地田町　新庄特別地域気象観測所,38,45.4,140,18.7,105,31.6,－,#昭60.11.1,35907,－,38.75666666666667,140.31166666666667
山形,35176,四,向町,ﾑｶｲﾏﾁ,最上町向町,最上郡最上町向町,38,45.5,140,31.0,212,9.9,3.5,(昭49.12.18)昭51.11.26,35950,－,38.75833333333333,140.51666666666668
山形,35216,四,肘折,ﾋｼﾞｵﾘ,大蔵村肘折,最上郡大蔵村南山,38,36.4,140,9.8,330,8.5,1.5,昭51.11.27,35920,湿度を除く,38.60666666666667,140.16333333333333
山形,35231,四,尾花沢,ｵﾊﾞﾅｻﾞﾜ,尾花沢,尾花沢市新町,38,36.5,140,24.7,106,8.9,3.2,(昭50.5.23)昭51.3.8,35915,－,38.608333333333334,140.41166666666666
山形,35246,四,鼠ケ関,ﾈｽﾞｶﾞｾｷ,鶴岡市鼠ケ関,鶴岡市鼠ケ関字横路,38,34.0,139,33.1,18,10.2,2,(昭50.5.23)昭51.12.3,－,－,38.56666666666667,139.55166666666668
山形,35332,四,村山,ﾑﾗﾔﾏ,村山,村山市大字大久保字寄込,38,27.6,140,20.9,80,6.7,2,平14.6.4,－,－,38.46,140.34833333333333
山形,35334,官,東根,ﾋｶﾞｼﾈ,東根,東根市大字羽入字柏原新林　山形航空気象観測所,38,24.7,140,22.2,105,10,－,平15.1.1,－,日照・湿度・気圧を除く,38.41166666666667,140.37
山形,35361,四,大井沢,ｵｵｲｻﾜ,西川町大井沢,西村山郡西川町大井沢字中村,38,23.4,139,59.6,440,10,1.5,昭53.12.20,35925,湿度を除く,38.39,139.99333333333334
山形,35376,四,左沢,ｱﾃﾗｻﾞﾜ,大江町左沢,西村山郡大江町本郷字下夕原己,38,22.2,140,11.5,133,6.5,2,#昭51.12.3,35945,湿度を除く,38.37,140.19166666666666
山形,35426,官,山形,ﾔﾏｶﾞﾀ,山形,山形市緑町　山形地方気象台,38,15.3,140,20.7,153,14.9,－,#昭50.3.17,35927,－,38.255,140.345
山形,35456,四,長井,ﾅｶﾞｲ,長井,長井市平山,38,6.3,140,0.9,210,8.9,3,#昭51.12.10,35930,－,38.105,140.015
山形,35486,四,小国,ｵｸﾞﾆ,小国,西置賜郡小国町増岡字下林,38,4.7,139,44.1,140,9.9,4,#昭51.12.8,35935,－,38.07833333333333,139.735
山形,35511,四,高畠,ﾀｶﾊﾀ,高畠,東置賜郡高畠町安久津字加茂川原,38,0.2,140,12.4,220,10,1.5,昭51.12.9,－,湿度を除く,38.00333333333333,140.20666666666668
山形,35541,四,高峰,ﾀｶﾐﾈ,飯豊町高峰,西置賜郡飯豊町高峰,37,59.4,139,57.2,260,10,1.5,#昭51.11.22,－,湿度を除く,37.99,139.95333333333335
山形,35552,四,米沢,ﾖﾈｻﾞﾜ,米沢,米沢市アルカディア,37,54.7,140,8.6,245,9.3,2.5,平17.12.1,35940,－,37.91166666666667,140.14333333333335
福島,36056,四,茂庭,ﾓﾆﾜ,福島市茂庭,福島市飯坂町茂庭字滑滝道,37,53.5,140,26.2,200,6.5,3,平4.10.23,36950,湿度を除く,37.891666666666666,140.43666666666667
福島,36066,四,梁川,ﾔﾅｶﾞﾜ,伊達市梁川,伊達市梁川町粟野字作田,37,51.1,140,35.3,43,9.4,1.5,#昭51.12.6,－,湿度を除く,37.85166666666667,140.58833333333334
福島,36106,四,桧原,ﾋﾊﾞﾗ,北塩原村桧原,耶麻郡北塩原村桧原字墓下,37,43.3,140,3.5,824,9.4,4,昭53.10.26,－,湿度を除く,37.721666666666664,140.05833333333334
福島,36127,官,福島,ﾌｸｼﾏ,福島,福島市松木町　福島地方気象台,37,45.5,140,28.2,67,－,－,令3.3.18,36955,気温、雨、日照,37.75833333333333,140.47
福島,36151,四,相馬,ｿｳﾏ,相馬,相馬市成田字五郎右エ門橋,37,47.0,140,55.5,9,6.5,1.5,#昭51.12.7,－,－,37.78333333333333,140.925
福島,36176,四,喜多方,ｷﾀｶﾀ,喜多方,喜多方市字押切,37,39.5,139,51.8,212,9.9,3.5,#昭51.12.13,－,－,37.65833333333333,139.86333333333334
福島,36196,四,鷲倉,ﾜｼｸﾗ,福島市鷲倉,福島市土湯温泉町字鷲倉山国有林,37,40.1,140,15.6,1220,6.4,3,昭51.11.16,－,－,37.66833333333334,140.26
福島,36221,四,飯舘,ｲｲﾀﾃ,飯舘,相馬郡飯舘村飯樋字笠石,37,39.9,140,43.6,463,10,1.5,昭51.12.4,－,湿度を除く,37.665,140.72666666666666
福島,36251,四,西会津,ﾆｼｱｲﾂﾞ,西会津,耶麻郡西会津町尾野本字樋ノ口原乙,37,35.3,139,39.4,165,9.9,3.5,(昭50.5.21)昭51.11.24,36905,－,37.58833333333333,139.65666666666667
福島,36276,四,猪苗代,ｲﾅﾜｼﾛ,猪苗代,耶麻郡猪苗代町大字千代田字中島,37,33.1,140,6.5,519,9.9,3.5,#昭51.11.30,36910,－,37.55166666666667,140.10833333333332
福島,36291,四,二本松,ﾆﾎﾝﾏﾂ,二本松,二本松市金色久保,37,35.0,140,25.8,235,10,1.5,#昭51.12.3,－,湿度を除く,37.583333333333336,140.43
福島,36342,四,金山,ｶﾈﾔﾏ,金山,大沼郡金山町大字中川字沖根原,37,28.4,139,31.7,296,10,4.5,平19.12.19,36921,湿度を除く,37.473333333333336,139.52833333333334
福島,36361,官,若松,ﾜｶﾏﾂ,若松,会津若松市材木町　若松特別地域気象観測所,37,29.3,139,54.6,212,19.1,－,#昭50.3.17,36923,－,37.48833333333334,139.91
福島,36391,四,船引,ﾌﾈﾋｷ,田村市船引,田村市船引町船引字新房院,37,26.1,140,34.6,421,6.5,1.5,#昭51.12.2,－,－,37.435,140.57666666666665
福島,36411,四,浪江,ﾅﾐｴ,浪江,双葉郡浪江町大字川添字北上ノ原,37,29.5,140,57.9,43,9.9,1.5,#昭51.12.8,－,－,37.49166666666667,140.965
福島,36426,四,只見,ﾀﾀﾞﾐ,只見,南会津郡只見町只見字原,37,20.6,139,18.8,377,10.4,4.5,昭51.7.20,36915,－,37.343333333333334,139.31333333333333
福島,36476,四,郡山,ｺｵﾘﾔﾏ,郡山,郡山市安積町成田字東丸山,37,22.1,140,19.8,249,6.4,1.5,#昭51.3.12,－,－,37.36833333333333,140.33
福島,36501,四,川内,ｶﾜｳﾁ,川内,双葉郡川内村上川内字小山平,37,20.2,140,48.5,410,9.9,1.5,昭51.11.30,－,－,37.336666666666666,140.80833333333334
福島,36536,四,南郷,ﾅﾝｺﾞｳ,南会津町南郷,南会津郡南会津町界字梨木平,37,15.9,139,32.2,494,7.9,4.3,#昭51.11.19,36925,－,37.265,139.53666666666666
福島,36562,四,湯本,ﾕﾓﾄ,天栄村湯本,岩瀬郡天栄村田良尾字持石,37,16.6,140,3.8,646,9.8,2.5,昭63.10.5,36945,－,37.276666666666664,140.06333333333333
福島,36581,官,玉川,ﾀﾏｶﾜ,玉川,石川郡玉川村大字北須釜字はばき田　福島航空気象観測所,37,13.6,140,25.6,372,10,－,平15.1.1,36965,日照・湿度・気圧を除く,37.22666666666667,140.42666666666668
福島,36591,四,小野新町,ｵﾉﾆｲﾏﾁ,小野町小野新町,田村郡小野町小野新町字舘廻,37,17.2,140,37.5,433,9.9,1.5,#昭51.12.1,－,－,37.28666666666667,140.625
福島,36611,四,広野,ﾋﾛﾉ,広野,双葉郡広野町下北迫字大谷地原,37,14.0,141,0.0,43,10,1.5,(昭50.5.22)昭51.12.13,－,湿度を除く,37.233333333333334,141.0
福島,36641,四,田島,ﾀｼﾞﾏ,南会津町田島,南会津郡南会津町田島字東下原,37,12.4,139,47.7,544,10,3,#昭51.11.18,36935,湿度を除く,37.20666666666666,139.795
福島,36667,官,白河,ｼﾗｶﾜ,白河,白河市郭内　白河特別地域気象観測所,37,7.9,140,12.9,355,45.3,－,平6.1.28,36937,－,37.13166666666667,140.215
福島,36676,四,石川,ｲｼｶﾜ,石川,石川郡石川町双里字本宮,37,8.8,140,27.6,290,10,1.5,#昭51.11.26,－,湿度を除く,37.14666666666667,140.46
福島,36716,四,桧枝岐,ﾋﾉｴﾏﾀ,桧枝岐,南会津郡檜枝岐村字上河原,37,0.6,139,22.5,973,9.9,4.5,昭53.10.31,36940,－,37.01,139.375
福島,36821,四,東白川,ﾋｶﾞｼｼﾗｶﾜ,塙町東白川,東白川郡塙町大字上石井字新田,36,56.3,140,24.5,183,6.4,1.5,#昭51.11.25,－,－,36.93833333333333,140.40833333333333
福島,36836,四,山田,ﾔﾏﾀﾞ,いわき市山田,いわき市山田町大谷,36,56.0,140,44.0,25,10,1.5,平21.3.6,－,湿度を除く,36.93333333333333,140.73333333333332
福島,36846,官,小名浜,ｵﾅﾊﾏ,小名浜,いわき市小名浜字船引場　小名浜特別地域気象観測所,36,56.8,140,54.2,3,－,－,#昭50.3.17,－,気温、雨、日照,36.946666666666665,140.90333333333334
茨城,40046,四,北茨城,ｷﾀｲﾊﾞﾗｷ,北茨城,北茨城市関南町関本下,36,50.0,140,46.3,5,9.9,1.5,#昭53.1.18,－,－,36.833333333333336,140.77166666666668
茨城,40061,四,大子,ﾀﾞｲｺﾞ,大子,久慈郡大子町大子,36,46.7,140,20.7,120,9.9,1.5,#昭53.1.13,－,－,36.778333333333336,140.345
茨城,40091,四,常陸大宮,ﾋﾀﾁｵｵﾐﾔ,常陸大宮市上小瀬,常陸大宮市上小瀬,36,36.4,140,19.5,95,6.5,1.5,昭53.12.20,－,湿度を除く,36.60666666666667,140.325
茨城,40136,四,日立,ﾋﾀﾁ,日立,日立市会瀬町,36,34.8,140,38.7,34,10,1.5,(昭50.5.20)昭53.1.18,－,湿度を除く,36.58,140.645
茨城,40191,四,笠間,ｶｻﾏ,笠間,笠間市箱田,36,23.7,140,14.4,72,10,1.5,#昭53.1.31,－,湿度を除く,36.395,140.24
茨城,40201,官,水戸,ﾐﾄ,水戸,水戸市金町　水戸地方気象台,36,22.8,140,28.0,29,14.1,－,#昭50.3.3,40900,－,36.38,140.46666666666667
茨城,40221,四,古河,ｺｶﾞ,古河,古河市北町,36,12.1,139,43.0,20,10,1.5,#昭53.1.11,－,湿度を除く,36.20166666666667,139.71666666666667
茨城,40231,四,下館,ｼﾓﾀﾞﾃ,筑西市下館,筑西市西石田,36,16.9,139,59.3,24,6.4,1.5,平13.12.10,－,－,36.281666666666666,139.98833333333334
茨城,40281,四,下妻,ｼﾓﾂﾏ,下妻,下妻市二本紀,36,10.1,139,56.7,20,10,1.5,#昭53.1.11,－,湿度を除く,36.16833333333334,139.945
茨城,40311,四,鉾田,ﾎｺﾀ,鉾田,鉾田市安房,36,10.1,140,31.6,32,9.9,1.5,昭53.1.31,－,－,36.16833333333334,140.52666666666667
茨城,40336,官,つくば,ﾂｸﾊﾞ,つくば,つくば市長峰　高層気象台,36,3.4,140,7.5,25,10.6,－,平2.3.9,40905,－,36.056666666666665,140.125
茨城,40341,四,土浦,ﾂﾁｳﾗ,土浦,土浦市木田余東台,36,6.2,140,13.2,26,10,1.5,#昭53.1.12,－,湿度を除く,36.10333333333333,140.22
茨城,40406,四,鹿嶋,ｶｼﾏ,鹿嶋,鹿嶋市城山,35,57.8,140,37.3,37,9.9,1.5,#昭53.1.17,－,－,35.96333333333333,140.62166666666667
茨城,40426,四,龍ケ崎,ﾘｭｳｶﾞｻｷ,龍ケ崎,龍ケ崎市大徳町,35,53.4,140,12.7,4,9.4,1.5,(昭50.5.20)昭53.12.19,－,湿度を除く,35.89,140.21166666666667
栃木,41011,四,那須高原,ﾅｽｺｳｹﾞﾝ,那須高原,那須郡那須町大島,37,7.4,140,2.1,749,6.6,1.5,#昭52.11.9,41900,－,37.123333333333335,140.035
栃木,41076,四,五十里,ｲｶﾘ,日光市五十里,日光市五十里堀割,36,55.3,139,41.7,620,10,1.5,(昭50.5.20)昭52.11.10,－,－,36.92166666666667,139.695
栃木,41091,四,黒磯,ｸﾛｲｿ,那須塩原市黒磯,那須塩原市埼玉,36,58.9,140,1.1,343,9.9,1.5,#昭52.12.26,－,－,36.98166666666667,140.01833333333335
栃木,41116,四,土呂部,ﾄﾞﾛﾌﾞ,日光市土呂部,日光市土呂部,36,53.5,139,34.1,925,10,1.5,昭52.11.10,41905,湿度を除く,36.891666666666666,139.56833333333333
栃木,41141,四,大田原,ｵｵﾀﾜﾗ,大田原,大田原市宇田川,36,50.4,140,2.1,188,9.9,1.5,#昭51.2.20,－,－,36.84,140.035
栃木,41166,官,奥日光,ｵｸﾆｯｺｳ,奥日光中禅寺湖畔,日光市中宮祠　日光特別地域気象観測所,36,44.3,139,30.0,1292,11.3,－,#昭50.11.27,41910,－,36.73833333333333,139.5
栃木,41172,四,日光東町,ﾆｯｺｳﾋｶﾞｼﾏﾁ,日光市日光東町,日光市稲荷町,36,45.0,139,36.9,561,10.4,1.5,令4.11.16,－,湿度を除く,36.75,139.615
栃木,41181,四,塩谷,ｼｵﾔ,塩谷,塩谷郡塩谷町大字田所,36,45.4,139,53.0,225,10.5,1.5,昭53.12.21,－,湿度を除く,36.75666666666667,139.88333333333333
栃木,41247,四,那須烏山,ﾅｽｶﾗｽﾔﾏ,那須烏山,那須烏山市森田字小塙前,36,38.5,140,7.0,82,10.5,1.5,平21.2.24,－,湿度を除く,36.641666666666666,140.11666666666667
栃木,41271,四,鹿沼,ｶﾇﾏ,鹿沼,鹿沼市見野,36,35.5,139,44.1,165,10.5,1.5,#昭53.1.9,－,湿度を除く,36.59166666666667,139.735
栃木,41277,官,宇都宮,ｳﾂﾉﾐﾔ,宇都宮,宇都宮市明保野町　宇都宮地方気象台,36,32.9,139,52.1,119,49.4,－,平元.12.20,41915,－,36.54833333333333,139.86833333333334
栃木,41331,四,真岡,ﾓｵｶ,真岡,真岡市下籠谷,36,28.6,139,59.2,91,10,1.5,#昭53.1.10,－,湿度を除く,36.47666666666667,139.98666666666668
栃木,41361,四,佐野,ｻﾉ,佐野,佐野市田沼町,36,21.8,139,34.2,68,10.8,1.5,(昭50.5.20)昭53.1.9,－,湿度を除く,36.36333333333334,139.57
栃木,41376,四,小山,ｵﾔﾏ,小山,小山市出井,36,20.3,139,49.8,44,15.8,1.5,#昭53.1.10,－,湿度を除く,36.33833333333333,139.83
群馬,42046,四,藤原,ﾌｼﾞﾜﾗ,みなかみ町藤原,利根郡みなかみ町藤原字屋倉,36,51.8,139,3.5,700,9.9,4,昭52.11.11,42900,－,36.86333333333333,139.05833333333334
群馬,42091,四,みなかみ,ﾐﾅｶﾐ,みなかみ町湯原,利根郡みなかみ町湯原,36,46.4,138,57.9,524,10,3,(昭50.5.20)昭52.12.23,42905,－,36.77333333333333,138.965
群馬,42121,四,草津,ｸｻﾂ,草津,吾妻郡草津町草津,36,37.0,138,35.5,1223,7.5,2.5,#昭52.12.23,42910,湿度を除く,36.61666666666667,138.59166666666667
群馬,42146,四,沼田,ﾇﾏﾀ,沼田,沼田市井土上町,36,40.1,139,1.3,390,9.9,1.5,#昭52.12.21,－,－,36.66833333333334,139.02166666666668
群馬,42186,四,中之条,ﾅｶﾉｼﾞｮｳ,中之条,吾妻郡中之条町伊勢町,36,35.2,138,51.0,354,10,1.5,(昭50.5.20)昭52.12.21,－,湿度を除く,36.586666666666666,138.85
群馬,42221,四,田代,ﾀｼﾛ,嬬恋村田代,吾妻郡嬬恋村田代,36,27.8,138,27.8,1230,10,2,#昭52.12.22,－,－,36.46333333333333,138.46333333333334
群馬,42251,官,前橋,ﾏｴﾊﾞｼ,前橋,前橋市昭和町　前橋地方気象台,36,24.3,139,3.6,112,－,－,#昭50.2.27,42915,気温、雨,36.405,139.06
群馬,42266,四,桐生,ｷﾘｭｳ,桐生,桐生市元宿町,36,24.6,139,19.5,117,10,1.5,#昭51.2.5,－,－,36.41,139.325
群馬,42286,四,上里見,ｶﾐｻﾄﾐ,高崎市上里見,高崎市上里見町,36,22.6,138,53.7,183,6.5,1.5,#昭52.12.19,－,湿度を除く,36.376666666666665,138.895
群馬,42302,四,伊勢崎,ｲｾｻｷ,伊勢崎,伊勢崎市宮子町,36,19.9,139,9.9,64,12,1.5,平10.7.27,－,湿度を除く,36.33166666666666,139.165
群馬,42326,四,西野牧,ﾆｼﾉﾏｷ,下仁田町西野牧,甘楽郡下仁田町西野牧,36,14.7,138,42.4,375,10,1.5,#昭52.12.20,－,湿度を除く,36.245,138.70666666666668
群馬,42366,四,館林,ﾀﾃﾊﾞﾔｼ,館林,館林市富士原町,36,14.4,139,30.8,23,10.1,1.5,#昭53.12.22,－,湿度を除く,36.24,139.51333333333332
群馬,42396,四,神流,ｶﾝﾅ,神流町神流,多野郡神流町大字黒田字坂井道下,36,6.5,138,53.8,357,8.5,1.5,昭52.11.17,－,湿度を除く,36.108333333333334,138.89666666666668
埼玉,43051,四,寄居,ﾖﾘｲ,寄居,大里郡寄居町大字折原,36,6.3,139,11.0,128,10,1.5,(昭50.5.17)昭52.12.19,－,湿度を除く,36.105,139.18333333333334
埼玉,43056,官,熊谷,ｸﾏｶﾞﾔ,熊谷,熊谷市桜町　熊谷地方気象台,36,9.0,139,22.8,30,16.7,－,#昭50.3.3,43905,－,36.15,139.38
埼玉,43126,四,久喜,ｸｷ,久喜,久喜市六万部,36,5.2,139,38.1,12,10,1.5,#昭52.12.20,－,湿度を除く,36.086666666666666,139.635
埼玉,43156,官,秩父,ﾁﾁﾌﾞ,秩父,秩父市上町　秩父特別地域気象観測所,35,59.4,139,4.4,232,17.2,－,#昭50.11.28,43900,－,35.99,139.07333333333332
埼玉,43171,四,鳩山,ﾊﾄﾔﾏ,鳩山,比企郡鳩山町大字赤沼,35,59.1,139,20.1,44,6.5,1.5,昭52.12.22,－,湿度を除く,35.985,139.335
埼玉,43241,四,さいたま,ｻｲﾀﾏ,さいたま市桜区,さいたま市桜区大字宿,35,52.5,139,35.2,8,9.9,1.5,#昭52.12.22,43910,－,35.875,139.58666666666667
埼玉,43256,四,越谷,ｺｼｶﾞﾔ,越谷,越谷市大字北後谷,35,53.0,139,45.4,3,10,1.5,#昭52.12.20,－,－,35.88333333333333,139.75666666666666
埼玉,43266,四,所沢,ﾄｺﾛｻﾞﾜ,所沢,所沢市勝楽寺,35,46.4,139,24.8,119,10,1.5,(昭50.6.11)昭52.12.21,－,湿度を除く,35.77333333333333,139.41333333333333
東京,44046,四,小河内,ｵｺﾞｳﾁ,奥多摩町小河内,西多摩郡奥多摩町原,35,47.5,139,3.0,530,9.9,1.5,#昭51.12.15,－,－,35.791666666666664,139.05
東京,44056,四,青梅,ｵｳﾒ,青梅市新町,青梅市新町,35,47.3,139,18.7,155,10,1.5,(昭50.5.16)昭51.12.14,－,湿度を除く,35.788333333333334,139.31166666666667
東京,44071,四,練馬,ﾈﾘﾏ,練馬区石神井台,練馬区石神井台,35,44.3,139,35.5,51,11.3,1.5,平24.12.26,－,湿度を除く,35.73833333333333,139.59166666666667
東京,44112,四,八王子,ﾊﾁｵｳｼﾞ,八王子市元本郷町,八王子市元本郷町,35,40.0,139,19.0,123,49.8,1.5,昭58.9.30,－,湿度を除く,35.666666666666664,139.31666666666666
東京,44116,四,府中,ﾌﾁｭｳ,府中市幸町,府中市幸町,35,41.0,139,29.0,59,9.3,1.5,昭51.12.14,－,湿度を除く,35.68333333333333,139.48333333333332
東京,44132,官,東京,ﾄｳｷｮｳ,千代田区北の丸公園,千代田区北の丸公園　東京管区気象台,35,41.5,139,45.0,25,－,－,平19.11.1,44900,気温、雨,35.69166666666667,139.75
東京,44136,四,江戸川臨海,ｴﾄﾞｶﾞﾜﾘﾝｶｲ,江戸川区臨海町,江戸川区臨海町,35,38.3,139,51.8,5,10.2,1.5,#昭51.12.13,－,湿度を除く,35.638333333333335,139.86333333333334
東京,44166,官,羽田,ﾊﾈﾀﾞ,大田区羽田,大田区羽田空港　東京航空地方気象台,35,33.2,139,46.8,6,10,－,#平5.10.12,－,日照・湿度・気圧を除く,35.553333333333335,139.78
東京,44172,官,大島,ｵｵｼﾏ,大島元町,大島町元町字家の上　大島特別地域気象観測所,34,44.9,139,21.7,74,27.1,－,平3.12.18,－,－,34.748333333333335,139.36166666666668
東京,44173,官,大島北ノ山,ｵｵｼﾏｷﾀﾉﾔﾏ,大島北の山,大島町元町字北の山　大島航空気象観測所,34,46.9,139,21.6,38,9,－,平15.1.1,－,日照・湿度・気圧を除く,34.781666666666666,139.36
東京,44207,官,新島,ﾆｲｼﾞﾏ,新島川原,新島村川原　新島航空気象観測所,34,22.1,139,16.1,29,10,－,平15.1.1,－,日照・湿度・気圧を除く,34.36833333333333,139.26833333333335
東京,44216,官,神津島,ｺｳﾂﾞｼﾏ,神津島空港,神津島村金長　神津島航空気象観測所,34,11.3,139,8.0,138,10,－,平15.1.1,－,日照・湿度・気圧を除く,34.18833333333333,139.13333333333333
東京,44226,官,三宅島,ﾐﾔｹｼﾞﾏ,三宅島神着,三宅村神着　三宅島特別地域気象観測所,34,7.4,139,31.2,38,13.2,－,#昭50.12.10,－,－,34.123333333333335,139.52
東京,44228,官,三宅坪田,ﾐﾔｹﾂﾎﾞﾀ,三宅島坪田,三宅村坪田　三宅島航空気象観測所,34,4.4,139,33.6,20,6.5,－,平12.9.11,－,日照・湿度・気圧を除く,34.07333333333333,139.56
東京,44262,官,八重見ヶ原,ﾔｴﾐｶﾞﾊﾗ,八丈島八重見ヶ原,八丈島八丈町大賀郷　八丈島航空気象観測所,33,6.9,139,47.1,92,10.3,－,平15.1.1,－,日照・湿度・気圧を除く,33.115,139.785
東京,44263,官,八丈島,ﾊﾁｼﾞｮｳｼﾞﾏ,八丈島西見,八丈島八丈町大賀郷　八丈島特別地域気象観測所,33,7.3,139,46.7,151,－,－,昭50.3.13,－,気温、雨,33.12166666666667,139.77833333333334
東京,44301,官,父島,ﾁﾁｼﾞﾏ,父島,小笠原村父島字西町　父島気象観測所,27,5.5,142,11.4,3,15.8,－,昭61.3.18,－,－,27.091666666666665,142.19
東京,44356,官,南鳥島,ﾐﾅﾐﾄﾘｼﾏ,,小笠原村南鳥島　南鳥島気象観測所,24,17.3,153,59.0,7,15.8,－,平22.6.1,－,－,24.288333333333334,153.98333333333332
静岡,50066,官,富士山,ﾌｼﾞｻﾝ,,富士宮市富士山頂　富士山特別地域気象観測所,35,21.6,138,43.6,3775,－,－,平16.8.26,－,気温、日照,35.36,138.72666666666666
千葉,45061,四,我孫子,ｱﾋﾞｺ,我孫子,我孫子市新木野,35,51.8,140,6.6,20,10,1.5,平22.3.11,－,湿度を除く,35.86333333333333,140.11
千葉,45081,四,香取,ｶﾄﾘ,香取,香取市大根,35,51.5,140,30.1,37,7.8,1.5,平11.10.12,－,－,35.858333333333334,140.50166666666667
千葉,45106,四,船橋,ﾌﾅﾊﾞｼ,船橋,船橋市薬円台,35,42.7,140,2.6,28,7.9,1.5,平11.8.3,－,湿度を除く,35.711666666666666,140.04333333333332
千葉,45116,四,佐倉,ｻｸﾗ,佐倉,佐倉市角来字屋敷前,35,43.7,140,12.7,5,10.3,1.5,(昭50.4.16)昭53.12.18,－,－,35.72833333333333,140.21166666666667
千葉,45121,官,成田,ﾅﾘﾀ,成田,成田市古込字込前　成田航空地方気象台,35,45.8,140,23.1,41,10,－,平15.1.1,－,日照・湿度・気圧を除く,35.763333333333335,140.385
千葉,45148,官,銚子,ﾁｮｳｼ,銚子,銚子市川口町　銚子地方気象台,35,44.3,140,51.4,20,－,－,令5.12.6,45900,気温、雨、日照,35.73833333333333,140.85666666666665
千葉,45181,四,横芝光,ﾖｺｼﾊﾞﾋｶﾘ,横芝光,山武郡横芝光町宮川,35,39.3,140,30.3,5,10,1.5,(昭50.5.16)昭53.1.10,－,－,35.655,140.505
千葉,45212,官,千葉,ﾁﾊﾞ,千葉市中央区,千葉市中央区中央港　千葉特別地域気象観測所,35,36.1,140,6.2,3,47.9,－,昭56.3.30,45905,－,35.60166666666667,140.10333333333332
千葉,45261,四,茂原,ﾓﾊﾞﾗ,茂原,茂原市高師,35,26.2,140,17.6,11,10,1.5,#昭53.1.11,－,－,35.43666666666667,140.29333333333332
千葉,45282,四,木更津,ｷｻﾗﾂﾞ,木更津,木更津市請西南,35,21.7,139,56.4,60,10,1.5,平18.9.22,－,－,35.361666666666665,139.94
