都府県振興局,観測所名,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
石川,珠洲,2.8,2.8,5.5,10.4,15.7,19.8,24.1,25.5,21.6,15.8,10.3,5.3,226.0,140.6,129.2,106.6,98.4,141.7,193.9,165.7,184.9,152.7,200.5,279.2
石川,輪島,3.3,3.4,6.1,11.1,16.1,20.0,24.4,25.9,22.0,16.3,10.8,5.9,219.2,139.6,138.6,121.6,115.6,155.8,199.6,176.8,214.5,171.1,231.5,278.4
石川,三井,1.1,1.4,4.4,9.6,15.1,19.1,23.2,24.7,20.8,14.9,9.3,3.8,167.2,120.2,132.7,128.6,101.7,172.2,241.4,200.5,190.1,157.6,193.4,264.8
石川,志賀,3.6,3.7,6.3,11.3,16.4,20.6,24.7,26.4,22.3,16.7,11.2,6.4,152.6,101.5,105.7,105.2,107.6,151.9,203.8,172.5,173.9,134.7,170.9,197.7
石川,七尾,2.7,3.0,5.9,11.1,16.3,20.4,24.5,26.0,22.0,16.2,10.5,5.4,207.4,126.3,139.1,126.0,120.0,168.5,222.7,183.0,206.5,156.7,205.7,255.1
石川,羽咋,3.5,3.6,6.5,11.5,16.6,20.7,24.8,26.5,22.4,16.9,11.3,6.3,212.7,129.6,129.3,122.5,127.4,156.4,225.8,188.7,195.3,153.1,205.3,264.6
石川,かほく,3.3,3.5,6.4,11.5,16.5,20.5,24.7,26.2,22.3,16.7,11.0,6.0,210.9,125.8,129.4,121.5,123.5,167.5,221.9,186.2,213.7,154.9,209.5,252.7
石川,金沢,4.0,4.2,7.3,12.6,17.7,21.6,25.8,27.3,23.2,17.6,11.9,6.8,256.0,162.6,157.2,143.9,138.0,170.3,233.4,179.3,231.9,177.1,250.8,301.1
石川,小松,3.6,3.9,6.9,12.2,17.3,21.2,25.4,26.7,22.5,16.8,11.2,6.2,251.3,147.7,144.3,129.3,127.3,151.0,218.9,152.0,214.6,171.6,219.4,282.5
石川,白山河内,1.5,1.8,5.1,11.3,16.6,20.2,24.1,25.2,21.1,15.3,9.7,4.3,340.5,210.2,195.6,167.7,162.2,208.7,290.8,224.4,235.6,215.8,277.9,372.1
石川,加賀中津原,1.9,2.2,5.5,11.3,16.4,20.2,24.3,25.4,21.2,15.4,9.8,4.6,375.3,223.2,221.0,177.9,179.3,202.5,296.3,214.6,275.8,222.2,286.2,411.3
徳島,池田,3.5,4.2,7.5,13.0,17.7,21.2,25.1,25.6,21.8,16.0,10.5,5.6,56.5,60.9,94.5,86.1,124.6,197.6,211.5,169.2,222.1,136.8,78.6,84.6
徳島,穴吹,4.3,5.2,8.5,13.8,18.5,21.9,25.7,26.5,22.6,17.1,11.5,6.4,47.3,54.2,79.4,67.5,105.9,167.8,216.0,222.6,269.2,163.5,59.9,68.9
徳島,徳島,6.3,6.8,9.9,15.0,19.6,23.0,26.8,28.1,24.8,19.3,13.8,8.7,41.9,53.0,87.8,104.3,146.6,192.6,177.0,193.0,271.2,199.5,89.2,63.9
徳島,京上,1.4,2.4,5.9,11.1,15.6,19.1,22.8,23.2,19.8,14.1,8.6,3.5,81.2,104.0,142.9,142.2,177.9,299.1,414.1,331.8,356.0,188.0,103.3,108.9
徳島,蒲生田,7.0,7.2,9.9,14.6,18.8,22.0,25.7,27.2,24.5,19.6,14.6,9.5,69.6,91.1,133.5,149.0,182.7,242.8,229.3,172.2,284.9,228.8,124.8,83.3
徳島,木頭,2.6,3.9,7.4,12.5,16.9,20.3,24.0,24.5,21.1,15.6,9.8,4.5,77.0,108.2,176.2,204.9,277.4,398.7,479.6,546.8,611.2,283.5,131.4,96.4
徳島,日和佐,6.9,7.5,10.5,15.1,19.2,22.4,26.1,27.4,24.7,19.8,14.4,9.3,79.7,110.8,186.0,227.2,248.7,340.8,307.0,255.7,337.6,254.8,151.4,104.4
徳島,海陽,5.9,7.2,10.3,14.6,19.0,22.2,26.1,27.4,24.2,19.4,13.8,8.2,77.8,133.8,186.7,286.9,250.2,453.0,433.0,311.8,402.8,341.3,152.7,117.3
岐阜,河合,-1.5,-1.2,2.0,8.3,14.6,18.8,22.6,23.5,19.3,12.9,6.6,1.1,199.2,149.8,148.6,124.1,124.4,166.8,272.0,172.8,206.0,154.6,133.8,197.7
岐阜,神岡,-0.8,-0.4,3.3,9.6,15.3,19.4,23.1,24.2,19.9,13.5,7.4,2.0,155.2,122.8,136.1,129.1,133.4,172.0,267.2,191.1,209.7,152.0,123.0,158.6
岐阜,白川,-1.0,-0.8,2.5,8.8,14.9,19.0,22.7,23.6,19.4,13.2,7.1,1.7,281.8,204.5,195.8,151.6,128.8,187.1,277.7,190.5,214.5,167.9,181.6,282.8
岐阜,栃尾,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,95.6,97.4,137.3,145.1,166.1,203.8,338.5,203.6,222.8,168.4,129.6,108.7
岐阜,高山,-1.2,-0.6,3.4,9.7,15.6,19.7,23.5,24.4,20.0,13.5,7.1,1.6,101.9,93.5,122.5,123.9,125.2,170.4,260.9,197.9,225.9,155.5,94.4,104.4
岐阜,六厩,-5.1,-4.6,-0.8,5.2,11.3,15.8,19.9,20.6,16.4,9.8,3.6,-2.0,143.8,128.3,167.6,189.9,203.3,253.1,353.3,257.9,319.5,195.7,137.3,155.4
岐阜,宮之前,-3.9,-3.5,0.4,6.8,12.6,16.7,20.6,21.3,17.2,10.7,4.6,-0.9,95.1,102.4,145.4,141.6,157.8,210.7,306.3,214.5,240.8,175.2,121.9,104.5
岐阜,長滝,-0.2,0.3,3.8,9.8,15.3,19.3,22.9,24.0,20.0,14.0,7.9,2.4,180.1,145.5,199.8,237.6,252.9,297.4,490.7,322.4,379.2,206.6,175.0,212.0
岐阜,萩原,0.6,1.3,5.1,10.9,16.3,20.2,23.7,24.8,20.9,14.9,8.5,3.1,83.2,93.2,175.4,197.0,216.0,292.5,445.6,322.3,334.3,198.8,139.8,110.1
岐阜,八幡,0.8,1.5,5.4,11.2,16.5,20.5,24.3,25.3,21.3,14.9,8.5,3.1,109.4,110.6,185.9,219.8,230.6,291.8,419.6,324.6,339.3,215.3,140.1,129.0
岐阜,宮地,0.3,1.1,4.8,10.5,15.9,19.9,23.6,24.5,20.7,14.5,8.0,2.6,80.2,95.9,166.0,186.5,199.3,274.5,399.8,321.2,302.0,183.6,131.3,100.0
岐阜,樽見,1.4,1.8,5.5,11.3,16.3,20.1,23.8,24.8,21.1,15.1,9.0,3.7,183.4,142.1,212.0,265.5,294.1,343.6,502.1,312.8,405.8,222.1,160.9,203.6
岐阜,金山,1.7,2.4,6.2,11.6,16.8,20.7,24.2,25.5,21.7,15.6,9.3,4.0,76.2,89.6,163.1,186.3,196.8,252.9,352.6,259.0,290.8,174.3,115.8,89.1
岐阜,美濃,3.2,4.0,7.7,13.3,18.3,22.0,25.7,26.9,23.1,17.2,11.1,5.6,78.7,83.0,150.8,187.8,212.2,260.6,348.7,267.3,284.8,170.4,105.2,89.8
岐阜,黒川,0.0,1.0,4.6,10.1,15.5,19.4,23.2,24.1,20.5,14.3,7.9,2.4,76.2,103.0,173.5,180.2,187.4,244.2,332.8,232.1,256.4,196.3,107.0,85.7
岐阜,揖斐川,3.8,4.6,8.2,13.8,18.9,22.7,26.4,27.6,23.8,18.0,11.8,6.2,108.8,105.8,171.7,224.1,279.0,302.5,379.4,213.9,312.5,184.3,112.1,120.8
岐阜,美濃加茂,3.1,4.0,7.9,13.6,18.7,22.5,26.3,27.5,23.6,17.5,11.1,5.5,58.5,71.8,128.1,148.2,174.0,208.7,274.8,179.9,230.8,152.5,86.9,64.7
岐阜,恵那,1.2,2.1,6.2,11.9,17.0,20.8,24.6,25.6,21.8,15.5,9.1,3.5,62.0,75.6,136.9,139.5,165.3,215.3,261.3,202.2,228.7,155.4,94.2,68.9
岐阜,中津川,1.1,2.3,6.5,11.7,17.5,21.0,25.0,26.1,22.1,16.1,9.4,3.6,59.0,90.6,141.0,165.3,153.8,219.5,289.7,240.1,241.8,178.5,91.4,76.1
岐阜,関ケ原,3.1,3.6,7.1,12.6,17.6,21.5,25.4,26.7,22.8,17.0,11.0,5.6,140.8,111.9,143.0,160.7,204.0,242.4,297.5,194.9,283.1,169.2,95.9,138.5
岐阜,大垣,4.7,5.3,8.7,14.2,19.2,23.0,26.9,28.1,24.3,18.6,12.5,7.1,68.8,76.2,130.4,167.9,210.9,244.7,282.9,166.1,248.8,168.8,86.1,76.3
岐阜,岐阜,4.6,5.4,9.0,14.5,19.4,23.2,27.0,28.3,24.5,18.7,12.5,7.0,65.9,77.5,132.4,162.4,192.6,223.7,270.9,169.5,242.7,161.6,87.1,74.5
岐阜,多治見,3.2,4.2,8.1,13.7,18.6,22.5,26.4,27.7,23.8,17.5,11.1,5.6,57.1,69.7,121.2,132.5,157.5,187.5,239.7,149.6,233.7,155.1,83.9,60.6
滋賀,今津,2.8,3.1,6.4,11.7,17.0,21.2,25.1,26.4,22.7,16.8,10.7,5.4,192.5,144.2,139.9,126.6,167.0,175.1,225.5,142.2,194.4,148.5,112.9,178.1
滋賀,長浜,2.9,3.3,6.8,12.2,17.4,21.4,25.5,26.7,22.7,16.7,10.7,5.5,137.2,104.4,111.3,108.3,138.0,164.7,218.3,125.1,160.3,131.5,94.8,137.9
滋賀,米原,2.1,3.1,6.2,11.7,16.9,21.0,24.8,26.0,22.1,16.0,10.0,4.7,115.0,93.5,112.4,115.1,132.5,168.5,272.2,153.2,193.7,149.6,84.9,129.5
滋賀,南小松,3.8,3.9,7.1,12.2,17.3,21.4,25.6,26.9,23.2,17.5,11.5,6.4,128.0,124.3,140.9,144.3,180.9,225.6,239.9,162.3,192.6,154.5,101.6,112.9
滋賀,彦根,3.9,4.2,7.3,12.4,17.6,21.8,26.1,27.5,23.6,17.7,11.7,6.5,112.0,99.6,114.9,117.3,146.9,175.6,219.0,124.6,167.7,140.7,85.8,105.9
滋賀,東近江,3.1,3.5,7.0,12.4,17.7,21.7,25.7,26.7,22.8,16.7,10.7,5.5,77.7,82.2,105.8,102.9,130.7,181.0,181.7,123.1,167.0,142.0,74.4,72.0
滋賀,大津,4.1,4.4,7.6,13.1,18.2,22.1,26.2,27.3,23.3,17.4,11.5,6.5,56.8,69.7,117.9,125.6,156.9,217.7,211.8,159.5,172.0,149.1,79.3,60.2
滋賀,信楽,1.6,2.0,5.3,10.6,15.8,19.9,23.9,24.6,20.8,14.6,8.5,3.6,60.2,68.9,114.9,114.3,143.1,204.8,202.2,159.6,186.7,154.7,76.0,60.5
滋賀,土山,2.2,2.7,6.0,11.4,16.4,20.4,24.5,25.5,21.7,15.8,9.8,4.6,65.6,74.7,109.1,112.5,150.1,197.0,207.3,181.8,233.2,156.8,73.9,62.6
和歌山,かつらぎ,3.8,4.5,7.9,13.2,17.9,21.6,25.5,26.5,22.6,16.6,11.0,6.0,59.9,72.2,111.0,105.9,146.5,196.2,184.6,123.2,166.2,149.8,86.5,62.1
和歌山,友ケ島,6.8,6.8,9.5,14.0,18.3,21.7,25.4,27.1,24.5,19.7,14.7,9.5,41.5,57.7,86.7,83.6,124.2,166.2,148.4,105.5,178.8,171.6,89.9,62.0
和歌山,和歌山,6.2,6.7,9.9,15.1,19.7,23.2,27.2,28.4,24.9,19.3,13.8,8.6,48.7,62.0,96.9,98.4,146.6,183.5,175.8,101.8,181.3,160.8,95.9,62.7
和歌山,高野山,-0.3,0.4,4.0,9.4,14.4,18.1,22.1,22.8,19.1,13.2,7.5,2.2,87.6,97.4,141.7,141.5,166.6,260.3,256.4,192.5,247.5,203.3,108.4,89.3
和歌山,清水,2.9,3.8,7.1,12.3,17.2,20.9,24.6,25.2,21.8,15.9,10.1,5.0,80.7,97.7,145.6,156.9,184.0,263.4,303.5,215.9,262.3,188.9,114.9,83.6
和歌山,龍神,2.4,3.5,6.9,11.8,16.6,20.2,23.9,24.6,21.4,15.8,9.9,4.5,99.9,135.1,208.2,235.3,270.2,431.6,510.3,344.3,357.6,227.4,135.7,95.8
和歌山,川辺,6.0,6.6,9.5,14.3,18.7,22.0,25.7,26.8,23.7,18.6,13.3,8.2,68.3,87.8,130.7,141.5,167.8,255.4,261.8,186.3,267.3,199.1,114.2,72.6
和歌山,栗栖川,4.0,4.8,8.3,13.2,17.6,21.2,25.0,25.7,22.6,17.0,11.3,6.0,91.9,113.7,182.0,199.2,250.8,387.5,395.0,262.7,301.3,215.0,134.0,86.9
和歌山,新宮,7.6,8.3,11.3,15.7,19.4,22.4,26.3,27.2,24.6,20.0,15.0,9.9,110.1,151.8,259.8,299.1,311.7,444.6,342.2,276.4,443.0,401.0,184.0,109.6
和歌山,南紀白浜,7.1,7.9,11.0,15.1,19.4,22.5,26.1,27.6,24.7,20.0,14.6,9.5,60.6,99.9,138.0,136.5,167.0,264.9,279.6,188.3,259.8,231.3,115.3,81.4
和歌山,西川,4.2,5.2,8.6,13.3,17.7,21.2,25.0,25.6,22.5,17.2,11.3,6.2,113.4,161.8,262.7,296.4,315.1,483.5,505.9,406.1,461.0,293.2,179.8,112.4
和歌山,潮岬,8.3,8.8,11.6,15.6,19.3,22.1,25.7,26.9,24.6,20.3,15.5,10.6,97.7,118.1,185.5,212.3,236.7,364.7,298.4,260.3,339.2,286.6,152.0,102.9
宮崎,高千穂,3.7,5.0,8.4,13.2,17.6,20.9,24.7,25.0,21.8,16.2,10.6,5.4,59.7,80.4,121.9,126.6,164.2,419.5,403.1,324.5,380.7,145.1,78.2,57.9
宮崎,古江,7.5,8.4,11.3,15.6,19.5,22.4,25.9,27.0,24.6,20.0,14.7,9.6,61.3,78.6,152.9,196.5,260.6,418.5,255.7,244.1,328.6,201.2,114.7,64.5
宮崎,鞍岡,1.8,3.3,6.8,11.8,16.4,19.8,23.2,23.6,20.4,14.9,9.3,3.8,87.0,100.9,136.4,132.6,160.6,436.3,411.4,333.0,332.9,132.4,91.9,93.8
宮崎,延岡,6.8,7.9,11.1,15.5,19.5,22.5,26.3,27.0,24.1,19.2,13.8,8.6,59.4,77.8,145.5,186.5,250.6,423.5,276.5,265.9,368.2,209.5,105.0,66.3
宮崎,日向,6.8,7.9,11.1,15.6,19.6,22.5,26.3,27.0,24.2,19.2,13.9,8.7,68.0,96.1,156.9,205.3,270.0,474.3,281.5,272.7,391.7,226.7,114.0,74.4
宮崎,神門,3.9,5.6,9.2,13.9,18.1,21.3,25.2,25.5,22.4,17.0,11.2,5.7,70.9,104.1,166.3,185.9,237.9,519.7,479.5,548.2,534.2,217.1,91.1,74.1
宮崎,西米良,4.9,6.4,9.8,14.4,18.5,21.4,25.1,25.6,22.8,17.6,11.9,6.6,75.0,116.3,167.0,172.9,232.3,581.7,545.3,393.5,414.8,166.1,91.9,79.3
宮崎,加久藤,5.1,6.4,9.8,14.4,18.9,22.2,25.8,26.2,23.4,18.1,12.2,6.9,74.7,117.4,167.9,190.7,228.5,647.4,537.2,287.0,287.1,109.4,100.6,84.8
宮崎,西都,6.8,8.3,11.6,16.0,19.9,22.8,26.8,27.4,24.5,19.5,14.0,8.7,70.3,96.1,166.3,202.4,237.0,507.1,340.4,272.8,321.5,166.0,99.4,68.1
宮崎,小林,5.8,7.4,10.3,15.0,19.3,22.1,26.0,26.4,23.6,18.8,13.2,7.7,77.1,132.7,165.2,182.3,226.5,606.7,473.8,256.6,306.1,136.9,110.7,99.8
宮崎,宮崎,7.8,8.9,12.1,16.4,20.3,23.2,27.3,27.6,24.7,20.0,14.7,9.7,72.7,95.8,155.7,194.5,227.6,516.3,339.3,275.5,370.9,196.7,105.7,74.9
宮崎,赤江,8.0,9.6,12.4,16.7,20.5,23.2,27.2,27.9,25.2,20.6,15.4,9.9,68.2,111.9,144.1,166.9,225.1,505.9,320.9,261.8,390.7,240.6,126.8,83.6
宮崎,都城,6.1,7.7,11.0,15.6,19.8,22.7,26.7,27.0,24.2,19.1,13.5,8.1,66.1,106.2,163.3,184.3,207.8,559.7,447.0,320.9,314.2,131.6,94.0,74.6
宮崎,油津,8.9,10.0,12.9,16.9,20.6,23.4,27.2,27.8,25.3,20.9,15.9,10.9,83.9,132.5,193.2,236.7,247.6,564.7,310.4,230.8,307.1,227.8,137.0,92.1
宮崎,串間,7.8,9.1,12.1,16.2,20.0,23.0,26.8,27.4,24.8,20.1,14.8,9.7,71.8,119.5,161.4,197.7,216.9,531.5,339.8,251.5,283.9,153.8,118.0,81.6
新潟,粟島,3.1,3.0,5.6,10.3,15.4,19.6,23.6,25.5,22.0,16.5,11.0,5.9,138.2,92.4,93.3,85.6,95.5,111.8,190.0,154.7,156.1,155.3,156.1,170.5
新潟,弾崎,3.1,3.1,5.7,10.4,15.1,19.0,23.1,25.0,21.8,16.5,11.0,5.9,133.1,94.3,101.0,104.1,112.2,127.2,216.2,154.0,152.5,161.1,167.7,180.9
新潟,村上,1.7,1.8,4.7,10.2,15.9,20.3,24.1,25.5,21.3,15.1,9.2,4.2,220.9,147.4,133.9,115.4,128.5,132.1,240.6,180.2,184.5,202.4,246.8,255.0
新潟,相川,4.0,4.0,6.5,11.1,15.9,19.8,24.0,26.0,22.5,17.2,11.8,6.8,131.1,91.6,96.6,94.5,97.3,122.5,207.3,137.5,139.9,133.1,154.8,175.7
新潟,両津,3.0,3.1,5.9,10.8,15.8,20.0,24.2,26.1,22.5,16.8,11.0,5.7,164.3,118.7,109.1,104.6,107.3,138.9,233.2,142.7,136.7,139.2,155.2,210.0
新潟,中条,2.4,2.6,5.8,11.4,17.0,21.0,24.9,26.5,22.4,16.4,10.4,5.2,266.6,172.5,143.8,120.3,126.8,143.8,241.4,189.0,172.7,190.6,255.9,304.5
新潟,下関,1.0,1.1,4.0,9.8,15.7,20.0,23.8,25.1,21.1,14.8,8.6,3.5,311.9,200.9,168.9,142.1,138.8,162.6,280.4,207.3,183.4,223.6,313.7,370.9
新潟,新潟,2.5,3.1,6.2,11.3,16.7,20.9,24.9,26.5,22.5,16.7,10.5,5.3,180.9,115.8,112.0,97.2,94.4,121.1,222.3,163.4,151.9,157.7,203.5,225.9
新潟,松浜,2.9,3.2,6.1,10.9,16.5,20.8,24.5,26.5,22.8,16.8,11.0,5.6,127.7,82.6,99.1,94.4,84.8,101.6,230.8,142.6,131.5,150.6,181.2,215.7
新潟,羽茂,3.1,3.0,5.6,10.6,15.7,19.9,23.9,25.6,21.7,16.0,10.5,5.7,164.0,109.5,107.2,98.7,98.0,129.6,210.9,143.8,142.7,138.2,173.0,206.3
新潟,新津,1.7,1.8,5.1,10.8,16.8,20.8,24.4,25.7,21.8,15.7,9.5,4.4,189.0,120.9,109.9,95.4,90.5,123.8,225.6,159.8,148.1,151.8,216.0,246.3
新潟,巻,2.1,2.2,5.3,10.7,16.4,20.4,24.3,25.6,21.6,15.6,9.7,4.6,165.2,99.8,99.9,90.9,85.2,117.0,213.3,154.2,130.4,136.1,190.2,222.8
新潟,寺泊,2.6,2.9,5.9,10.7,16.0,20.3,24.1,25.9,21.9,16.0,10.2,5.1,181.6,111.3,114.8,103.4,91.3,127.9,273.7,150.4,160.5,154.3,219.0,247.4
新潟,三条,2.0,2.2,5.5,11.2,17.0,21.0,24.9,26.2,22.3,16.1,9.9,4.6,219.6,137.0,123.6,98.0,94.2,132.5,243.2,171.6,144.6,160.4,236.7,287.8
新潟,津川,0.2,0.3,3.1,9.2,15.2,19.5,23.3,24.5,20.2,13.7,7.4,2.4,279.3,188.3,169.5,126.0,110.4,160.3,304.8,209.3,155.9,185.2,260.5,324.8
新潟,長岡,1.6,1.8,4.9,11.0,16.9,21.0,24.8,26.2,22.0,15.9,9.6,4.2,294.4,165.5,140.8,103.7,97.8,136.9,235.0,163.9,165.6,184.6,289.0,372.2
新潟,柏崎,3.0,2.9,5.5,10.8,16.1,20.2,24.3,25.7,21.7,15.9,10.2,5.5,288.4,169.3,148.6,109.1,100.9,140.6,221.5,176.4,180.5,198.7,321.0,356.2
新潟,守門,-0.4,-0.2,2.3,7.7,14.9,19.4,23.3,24.4,20.2,13.9,7.4,2.0,446.0,295.0,222.4,141.5,125.5,169.7,311.0,213.2,181.8,198.6,318.2,470.9
新潟,大潟,2.9,3.0,5.8,10.9,16.1,20.3,24.4,26.0,22.1,16.4,10.6,5.5,293.1,173.4,143.5,93.4,88.4,140.3,208.7,160.7,187.0,180.4,296.0,358.0
新潟,小出,0.3,0.5,3.2,9.2,16.3,20.7,24.5,25.7,21.4,14.9,8.3,2.8,369.3,248.9,187.0,123.5,117.1,158.6,269.8,178.3,162.3,182.7,247.7,389.9
新潟,高田,2.5,2.7,5.8,11.7,17.0,20.9,25.0,26.4,22.3,16.4,10.5,5.3,429.6,263.3,194.7,105.3,87.0,136.5,206.8,184.5,205.8,213.9,334.2,475.5
新潟,安塚,0.6,0.6,3.2,9.3,15.5,19.6,23.6,24.7,20.6,14.5,8.5,3.1,387.3,229.5,172.8,114.1,109.3,150.0,213.4,194.0,202.9,207.8,286.5,411.5
新潟,十日町,-0.1,0.1,2.8,8.9,15.9,20.1,23.8,24.9,20.7,14.4,8.1,2.5,392.4,262.2,177.7,111.2,100.5,135.6,220.9,183.3,168.7,167.4,233.7,397.8
新潟,糸魚川,3.6,3.8,6.7,11.8,16.8,20.7,25.0,26.6,22.8,17.3,11.6,6.5,354.8,225.5,204.5,135.1,120.5,168.0,237.8,223.3,251.4,232.4,341.0,407.4
新潟,能生,2.2,2.1,4.9,10.4,15.8,19.8,23.9,25.1,21.1,15.5,9.9,4.8,387.3,233.3,208.1,136.8,124.6,174.3,243.4,237.9,281.9,293.6,404.4,474.4
新潟,関山,0.0,0.3,3.4,9.8,15.6,19.3,23.2,24.4,20.3,14.5,8.5,2.9,284.2,178.6,127.8,74.2,81.4,118.6,179.9,150.0,160.8,151.9,142.5,256.6
新潟,津南,-1.2,-0.9,2.1,8.0,14.9,19.0,22.7,23.8,19.6,13.5,7.3,1.7,234.1,146.9,119.3,88.8,97.6,130.4,199.9,172.9,181.2,165.3,161.1,241.3
新潟,湯沢,-0.4,-0.1,3.0,9.2,15.7,19.9,23.5,24.7,20.5,14.3,7.9,2.3,314.9,213.3,165.4,109.6,99.7,135.3,214.3,204.5,175.5,177.7,194.7,309.3
日高,日高,-7.6,-6.8,-2.1,4.3,11.0,15.6,19.5,20.2,15.6,8.6,1.9,-4.8,45.4,41.3,69.3,100.4,115.2,77.5,140.3,224.1,164.4,136.0,122.9,73.9
日高,日高門別,-4.9,-4.3,0.1,5.3,10.5,14.5,18.6,20.5,17.3,10.9,4.4,-2.1,25.2,24.0,38.3,65.7,97.1,87.0,130.7,178.5,127.3,93.8,73.0,43.3
日高,新和,-7.1,-6.1,-0.9,5.1,11.3,15.6,19.7,20.7,16.5,9.3,2.6,-4.2,42.2,40.0,69.3,98.5,127.7,99.4,150.6,206.3,161.2,125.0,106.6,74.0
日高,静内,-3.4,-2.9,0.8,5.7,10.8,14.7,18.7,20.7,17.8,11.6,5.3,-0.8,31.6,25.5,46.4,74.2,114.9,86.4,131.6,170.9,131.4,98.2,80.6,51.7
日高,三石,-4.6,-4.2,-0.2,4.7,10.0,14.2,18.4,20.0,16.6,10.1,4.2,-1.8,38.4,35.7,62.7,98.7,146.3,105.5,158.7,182.4,152.3,127.2,94.2,59.6
日高,中杵臼,-6.6,-5.7,-1.2,4.7,10.5,14.6,18.6,19.7,15.8,9.1,3.0,-3.4,56.4,52.7,93.7,137.4,195.4,139.7,188.9,239.3,194.6,193.9,147.4,93.9
日高,浦河,-2.4,-2.1,0.9,5.2,9.7,13.5,17.7,19.9,17.7,12.3,6.1,0.1,34.0,28.9,48.8,77.9,125.3,95.9,141.5,161.6,144.4,117.7,83.4,59.0
日高,えりも岬,-1.8,-2.2,0.1,3.4,7.2,11.1,15.2,17.7,16.9,12.5,6.8,1.0,24.3,16.6,35.9,67.8,99.5,85.9,128.8,129.2,137.8,117.0,85.6,48.7
鹿児島,阿久根,7.9,8.8,11.6,15.7,19.5,22.7,26.5,27.4,24.6,20.0,15.0,10.0,76.7,102.7,134.8,161.8,188.1,457.4,377.3,222.8,225.9,93.7,104.0,91.5
鹿児島,大口,4.6,6.0,9.5,14.2,18.7,22.2,26.0,26.3,23.4,17.8,11.9,6.4,77.4,123.0,169.9,200.7,236.6,625.8,538.4,275.0,257.7,101.0,101.9,92.4
鹿児島,さつま柏原,5.9,7.2,10.5,15.1,19.4,22.9,26.7,27.2,24.3,18.8,13.1,7.8,83.6,122.5,175.0,214.4,238.6,618.6,463.4,278.9,255.9,106.4,108.1,97.3
鹿児島,中甑,9.4,10.0,12.5,16.2,19.9,23.1,27.0,28.0,25.4,21.0,16.2,11.5,103.5,116.0,158.9,208.7,211.2,475.5,302.8,215.6,265.0,110.9,139.2,122.4
鹿児島,川内,6.6,7.9,11.0,15.5,19.6,23.1,27.0,27.6,24.7,19.3,13.8,8.6,85.0,114.0,156.5,179.2,208.6,506.5,334.0,239.5,231.4,95.2,110.7,105.3
鹿児島,溝辺,5.4,6.9,10.0,14.5,18.7,21.8,25.5,26.0,23.3,18.3,12.7,7.3,70.2,119.2,177.3,207.0,227.3,625.9,451.2,264.1,251.7,110.5,105.5,82.9
鹿児島,東市来,7.5,8.6,11.5,15.6,19.4,22.8,26.6,27.3,24.6,19.8,14.6,9.5,75.8,99.4,151.1,174.3,187.1,516.3,310.2,204.6,243.6,92.2,111.4,98.4
鹿児島,牧之原,5.3,6.5,9.5,13.9,17.9,20.9,24.7,25.2,22.7,18.0,12.7,7.5,73.4,119.8,174.3,204.3,238.2,644.6,459.7,307.7,304.4,121.7,104.6,78.1
鹿児島,鹿児島,8.7,9.9,12.8,17.1,21.0,24.0,28.1,28.8,26.3,21.6,16.2,10.9,78.3,112.7,161.0,194.9,205.2,570.0,365.1,224.3,222.9,104.6,102.5,93.2
鹿児島,輝北,5.8,6.9,9.8,14.2,18.3,21.3,25.2,25.5,22.8,18.1,12.9,7.9,87.1,131.9,192.3,230.9,258.2,676.2,460.5,298.0,325.7,136.1,112.5,92.6
鹿児島,加世田,8.3,9.3,12.2,16.3,20.1,23.5,27.3,27.9,25.1,20.3,15.1,10.2,93.2,118.7,167.0,195.4,189.6,514.2,337.3,219.9,276.3,104.8,127.2,110.5
鹿児島,志布志,7.2,8.5,11.6,15.8,19.5,22.5,26.3,26.7,24.2,19.4,14.2,9.1,72.5,112.3,171.0,191.9,218.0,556.4,365.5,225.3,254.5,134.7,111.5,78.9
鹿児島,喜入,8.6,9.6,12.5,16.5,20.4,23.6,27.6,28.2,25.5,20.8,15.5,10.5,98.9,136.8,193.2,229.9,231.2,634.5,385.2,228.2,249.8,115.0,126.4,107.5
鹿児島,鹿屋,7.5,8.8,11.8,16.0,20.0,23.0,27.0,27.5,24.9,20.0,14.5,9.4,80.3,119.2,173.2,196.9,219.8,623.0,425.6,282.9,288.2,138.3,100.6,77.5
鹿児島,肝付前田,7.6,8.8,11.8,16.2,20.1,23.0,26.9,27.2,24.5,19.7,14.5,9.4,81.9,115.6,167.0,193.5,214.3,579.5,384.6,294.3,352.6,169.7,112.1,82.6
鹿児島,枕崎,8.9,9.9,12.6,16.5,20.1,23.2,27.0,27.8,25.3,20.8,15.8,10.9,96.2,114.3,167.6,188.3,196.7,512.9,306.9,181.0,236.2,94.8,129.3,111.6
鹿児島,指宿,8.7,9.8,12.6,16.5,20.4,23.6,27.5,28.1,25.5,20.8,15.7,10.8,93.0,133.4,192.2,232.3,237.9,592.0,352.8,204.1,239.2,107.4,120.3,97.5
